State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396235,1679861,1795215578.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396215,1499642,1401179279.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362520,185117,313277874.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362571,61455,140292838.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396220,59881,62752758.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362540,24775,46332774.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362570,6058,11236724.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396230,7984685,7828624075.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396210,3283200,3122221758.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396235,1987189,2007937458.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396215,1768460,1581201140.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362520,188846,291109801.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396220,62876,61062044.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362571,60237,136367169.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362540,27689,52143704.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362570,7146,15399314.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396230,9476985,9023138914.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396210,3887144,3680841845.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396235,2367374,2322812962.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396215,2131686,1876239126.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362520,245953,356489605.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396220,79901,77405709.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362571,68724,139785513.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362540,36283,60789585.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362570,8323,20556708.0
delhi,2021,1,110006,46104924,76683904356.11441
delhi,2021,1,110001,22666307,39323613369.92937
delhi,2021,1,110059,3737331,6348263610.015632
delhi,2021,1,110092,3556986,5257050588.351093
delhi,2021,1,110096,2839758,3612504308.4823294
delhi,2021,1,110044,2645743,3938469447.3783674
delhi,2021,1,110086,2287534,4240411610.532942
delhi,2021,1,110084,2162372,2985492471.767673
delhi,2021,1,110025,2149774,2920917417.1440935
delhi,2021,1,110085,2084799,3980312902.164116
delhi,2021,2,110006,54888173,88849307061.744
delhi,2021,2,110001,27812030,47085593041.870026
delhi,2021,2,110059,4052872,6828937673.963655
delhi,2021,2,110092,3163351,4866794837.461931
delhi,2021,2,110044,2832954,4116839483.335168
delhi,2021,2,110096,2782115,3579728478.2270203
delhi,2021,2,110086,2638400,4600117752.808466
delhi,2021,2,110084,2220724,3106104150.789544
delhi,2021,2,110043,2144919,3831289083.036586
delhi,2021,2,110094,2055104,4068426801.7544923
delhi,2021,3,110006,77515502,117511789786.6426
delhi,2021,3,110001,37098256,58772291724.99803
delhi,2021,3,110059,5085859,8604119136.980774
delhi,2021,3,110092,4717758,6986398683.703991
delhi,2021,3,110044,3751590,5383137560.067832
delhi,2021,3,110096,3708201,4715948100.740036
delhi,2021,3,110086,3291024,5909926857.842232
delhi,2021,3,110025,2992099,4083552200.602017
delhi,2021,3,110084,2951800,4093050255.6921024
delhi,2021,3,110085,2936940,5522652836.145384
delhi,2021,4,110006,96850347,152021116180.99402
delhi,2021,4,110001,45632512,75082085294.90857
delhi,2021,4,110059,5943757,10518242489.28677
delhi,2021,4,110092,5571112,8499318004.834803
delhi,2021,4,110044,4462678,6696444242.114
delhi,2021,4,110096,4227391,5949257362.615062
delhi,2021,4,110025,3961746,5551790404.003318
delhi,2021,4,110086,3930362,7373955799.234581
delhi,2021,4,110084,3455659,5003762511.4679985
delhi,2021,4,110085,3441469,6668420149.437773
delhi,2022,1,110006,112708284,170854549748.09644
delhi,2022,1,110001,53611907,85366127462.83116
delhi,2022,1,110059,6517564,11297429691.411884
delhi,2022,1,110092,5941201,9009246553.242567
delhi,2022,1,110044,4830269,7219702543.544838
delhi,2022,1,110096,4584596,6478571783.238957
delhi,2022,1,110025,4301886,5948489833.09691
delhi,2022,1,110086,4286737,8020809205.490483
delhi,2022,1,110084,3775690,5458246572.274104
delhi,2022,1,110041,3769917,7362518721.575321
delhi,2022,2,110006,139136098,200269818218.75818
delhi,2022,2,110001,66110858,99696334337.04666
delhi,2022,2,110059,7911848,13229721980.598223
delhi,2022,2,110092,7653561,10718218989.295082
delhi,2022,2,110044,5867922,8271727766.638143
delhi,2022,2,110096,5775974,7492470881.603399
delhi,2022,2,110025,5619553,7230302952.727861
delhi,2022,2,110086,5076095,9266499934.113005
delhi,2022,2,110084,4608613,6338184325.3083315
delhi,2022,2,110085,4554877,8379282455.122171
delhi,2022,3,110006,222465526,294132832922.7636
delhi,2022,3,110001,28526787,37616195388.485214
delhi,2022,3,110011,8581845,11865281418.909304
delhi,2022,3,110059,7992943,13036442355.379208
delhi,2022,3,110092,7839965,10701975487.01072
delhi,2022,3,110091,7698720,10627800097.635551
delhi,2022,3,110041,6489117,11438042921.96499
delhi,2022,3,110044,6061206,8284650031.080469
delhi,2022,3,110096,5849855,7406065685.155811
delhi,2022,3,110025,5742673,7179824596.728046
delhi,2022,4,110006,258183697,349487194869.16797
delhi,2022,4,110001,20480539,26584239117.371742
delhi,2022,4,110091,9548765,13433850052.441826
delhi,2022,4,110059,8586883,14036923423.008097
delhi,2022,4,110092,8283981,11402306752.71709
delhi,2022,4,110025,6561517,7929218428.945629
delhi,2022,4,110044,6470704,8894791105.324623
delhi,2022,4,110041,6313451,11528807332.10993
delhi,2022,4,110096,6216504,8186001224.2181835
delhi,2022,4,110086,5461785,9854330085.819221
delhi,2023,1,110059,14401748,22469453032.0
delhi,2023,1,110092,14066406,18265971891.0
delhi,2023,1,110025,11320430,13158283183.0
delhi,2023,1,110044,11009675,14458618684.0
delhi,2023,1,110006,10985747,22416864672.0
delhi,2023,1,110096,10603510,13217950646.0
delhi,2023,1,110086,9499345,16155588876.0
delhi,2023,1,110041,8939160,15534241389.0
delhi,2023,1,110037,8885682,10184833392.0
delhi,2023,1,110084,8754761,11366458834.0
delhi,2023,2,110059,17063374,24752482621.0
delhi,2023,2,110092,16923742,20256742658.0
delhi,2023,2,110025,12954684,14323897745.0
delhi,2023,2,110044,12873616,15732997057.0
delhi,2023,2,110006,12656392,22629045768.0
delhi,2023,2,110096,12533110,14237940416.0
delhi,2023,2,110086,10946572,17448748478.0
delhi,2023,2,110041,10623356,16897423856.0
delhi,2023,2,110037,10560752,11374305025.0
delhi,2023,2,110084,10468147,12577612676.0
delhi,2023,3,110059,19800398,27131615352.0
delhi,2023,3,110092,18923715,21651430544.0
delhi,2023,3,110044,14655455,16760208255.0
delhi,2023,3,110025,14312398,14968678308.0
delhi,2023,3,110096,14237812,15213169530.0
delhi,2023,3,110006,13726809,23532238019.0
delhi,2023,3,110086,12369075,18681900241.0
delhi,2023,3,110041,12259607,18226097028.0
delhi,2023,3,110037,11997697,12087159757.0
delhi,2023,3,110084,11817320,13498670810.0
delhi,2023,4,110059,21523382,29668224388.0
delhi,2023,4,110092,20137718,23437985410.0
delhi,2023,4,110006,18633644,32134025881.0
delhi,2023,4,110044,16178703,18860866936.0
delhi,2023,4,110025,16070175,16822284504.0
delhi,2023,4,110096,15205954,17055160113.0
delhi,2023,4,110086,13539030,20861142113.0
delhi,2023,4,110053,13467866,25094072420.0
delhi,2023,4,110041,13458704,20587792920.0
delhi,2023,4,110037,13170706,14352830669.0
goa,2021,1,403001,900379,1813311525.497085
goa,2021,1,403516,608783,1124876181.580154
goa,2021,1,403509,219443,342997313.27164125
goa,2021,1,403601,216236,392116727.1101128
goa,2021,1,403518,198518,343463927.6784506
goa,2021,1,403401,194115,355392238.3083636
goa,2021,1,403515,174697,370042392.7646188
goa,2021,1,403722,171177,217740794.93573526
goa,2021,1,403802,159496,283329944.4390445
goa,2021,1,403507,154751,292443367.5895457
goa,2021,2,403001,1001588,1763922715.9206922
goa,2021,2,403601,223522,384320497.3764209
goa,2021,2,403401,221939,398131964.4125824
goa,2021,2,403516,193862,342436816.4245352
goa,2021,2,403722,190515,229145844.03707737
goa,2021,2,403802,168897,286209153.45422065
goa,2021,2,403507,140659,261136158.75062644
goa,2021,2,403521,121990,201416435.32689095
goa,2021,2,403512,110023,182998989.97435188
goa,2021,2,403706,103193,169324337.47858804
goa,2021,3,403001,1269330,2044070749.06711
goa,2021,3,403516,395262,638515757.9112428
goa,2021,3,403601,317882,555045295.1688402
goa,2021,3,403401,286827,512751065.2781217
goa,2021,3,403722,251178,289428212.9580049
goa,2021,3,403802,237796,371935773.5213637
goa,2021,3,403507,204635,367216100.16554654
goa,2021,3,403509,164288,246987777.71069813
goa,2021,3,403521,154967,238410595.37245578
goa,2021,3,403512,142394,230076995.43356198
goa,2021,4,403001,1935051,3497234194.7621446
goa,2021,4,403516,1192672,2016364161.2772582
goa,2021,4,403601,464535,800465316.2670435
goa,2021,4,403509,437149,679267238.5503191
goa,2021,4,403401,401455,707421144.5787781
goa,2021,4,403518,399671,642590923.3267617
goa,2021,4,403515,367244,714821614.0033742
goa,2021,4,403802,329794,511366456.2412397
goa,2021,4,403507,324042,563749463.5254459
goa,2021,4,403722,321484,375250790.9597401
goa,2022,1,403001,2218382,3849342160.883536
goa,2022,1,403516,1184397,1857474633.5399528
goa,2022,1,403601,520482,871831234.4884224
goa,2022,1,403401,448371,779844720.1042322
goa,2022,1,403509,431325,631078591.084168
goa,2022,1,403518,389844,583453717.5851089
goa,2022,1,403802,383586,579215263.7718663
goa,2022,1,403507,375607,633332980.3002012
goa,2022,1,403515,366783,668639001.0601594
goa,2022,1,403722,352413,387050031.81609297
goa,2022,2,403001,2800103,4813402074.055575
goa,2022,2,403516,1439820,2301577602.2906885
goa,2022,2,403601,607869,1021676601.4450332
goa,2022,2,403401,507069,846827682.8290693
goa,2022,2,403518,478632,716800766.1650076
goa,2022,2,403802,451143,662134760.2385962
goa,2022,2,403509,447804,669655284.3656847
goa,2022,2,403507,428555,712951425.2703474
goa,2022,2,403722,417201,432896368.2479522
goa,2022,2,403515,416577,744458372.7928652
goa,2022,3,403001,1365759,2544949835.9234076
goa,2022,3,403516,1074672,1660765761.4184957
goa,2022,3,403802,845280,1075071142.666737
goa,2022,3,403601,718426,1066730836.1970854
goa,2022,3,403401,551495,914585154.5429705
goa,2022,3,403722,451398,429256606.0564636
goa,2022,3,403509,443250,610242800.8031936
goa,2022,3,403507,422461,646755952.0664686
goa,2022,3,403518,374000,549619765.7036223
goa,2022,3,403521,365018,603704117.7635392
goa,2022,4,403516,1982311,2953947926.863951
goa,2022,4,403001,1382900,2655630408.285596
goa,2022,4,403802,1111346,1351437573.5668936
goa,2022,4,403401,731429,946991512.7773011
goa,2022,4,403509,719878,989478996.6576272
goa,2022,4,403601,719116,1147530118.0159225
goa,2022,4,403518,600002,882873127.7779348
goa,2022,4,403515,595491,1028478412.8185902
goa,2022,4,403507,540506,830155737.7467749
goa,2022,4,403722,487326,460166681.4025325
goa,2023,1,403516,2885692,4345863492.0
goa,2023,1,403001,1562676,3152892550.0
goa,2023,1,403601,1166864,1780986038.0
goa,2023,1,403509,1014847,1371118393.0
goa,2023,1,403518,953525,1366346593.0
goa,2023,1,403401,924992,1250668760.0
goa,2023,1,403515,894464,1515284908.0
goa,2023,1,403507,892254,1312005130.0
goa,2023,1,403512,819854,1136840547.0
goa,2023,1,403802,779559,979466460.0
goa,2023,2,403516,3176461,4809307923.0
goa,2023,2,403001,1747115,3638368800.0
goa,2023,2,403601,1299027,1904718161.0
goa,2023,2,403518,1112951,1579241623.0
goa,2023,2,403507,1002116,1429693527.0
goa,2023,2,403401,999595,1340261389.0
goa,2023,2,403509,985234,1394115712.0
goa,2023,2,403515,965557,1602170148.0
goa,2023,2,403512,873875,1205274352.0
goa,2023,2,403802,849060,1058855229.0
goa,2023,3,403516,2526681,3745192683.0
goa,2023,3,403001,1885629,3883494210.0
goa,2023,3,403601,1403355,1960394790.0
goa,2023,3,403401,1108946,1422611915.0
goa,2023,3,403507,1056827,1393947501.0
goa,2023,3,403509,965007,1275432417.0
goa,2023,3,403802,957354,1096590816.0
goa,2023,3,403518,932012,1315617897.0
goa,2023,3,403722,906277,817672134.0
goa,2023,3,403515,865606,1348120498.0
goa,2023,4,403516,3637689,5098851471.0
goa,2023,4,403001,2116858,3949006161.0
goa,2023,4,403601,1650202,2267918943.0
goa,2023,4,403509,1401229,1767061991.0
goa,2023,4,403518,1360580,1795853674.0
goa,2023,4,403507,1278433,1669454205.0
goa,2023,4,403401,1249783,1545342498.0
goa,2023,4,403515,1220328,1824603148.0
goa,2023,4,403512,1109828,1463567436.0
goa,2023,4,403802,1055242,1178062276.0
gujarat,2021,1,380001,18692590,35260703527.42645
gujarat,2021,1,395003,3574224,7507189908.415331
gujarat,2021,1,390001,1309805,2380240591.7761126
gujarat,2021,1,395006,963950,2502491532.126816
gujarat,2021,1,394210,950097,1802808593.838027
gujarat,2021,1,395010,878617,2401387485.5382814
gujarat,2021,1,382350,815835,1752170004.0804417
gujarat,2021,1,396191,790429,1448287577.9135673
gujarat,2021,1,382481,775937,1349941435.8072865
gujarat,2021,1,380058,734115,1153029837.9890175
gujarat,2021,2,380001,24909165,44195604124.56421
gujarat,2021,2,395003,4621785,9016187582.009258
gujarat,2021,2,390001,1618101,2869957546.5403905
gujarat,2021,2,394210,1062648,1935669455.4092746
gujarat,2021,2,395006,1007064,2610546973.3214808
gujarat,2021,2,396191,906437,1642806528.937462
gujarat,2021,2,382350,873810,1967989705.1061916
gujarat,2021,2,395010,863020,2239159842.8368225
gujarat,2021,2,382481,820491,1464989667.8322325
gujarat,2021,2,382415,766476,1605513889.561928
gujarat,2021,3,380001,31818742,53859258361.39296
gujarat,2021,3,395003,6110686,11411418002.110046
gujarat,2021,3,390001,2114178,3543368722.384379
gujarat,2021,3,394210,1473699,2595023023.418545
gujarat,2021,3,395006,1425854,3478372396.661721
gujarat,2021,3,395010,1328803,3408425378.6626863
gujarat,2021,3,396191,1293900,2251720652.0150137
gujarat,2021,3,382350,1186041,2576358355.0277
gujarat,2021,3,382481,1110949,1908418888.2582488
gujarat,2021,3,380058,1088931,1661421897.5552168
gujarat,2021,4,380001,37718845,64984430216.761955
gujarat,2021,4,395003,7475140,14043446799.48725
gujarat,2021,4,390001,2507434,4187997719.199603
gujarat,2021,4,394210,1954597,3498917760.7223473
gujarat,2021,4,396191,1679940,2963843659.0427732
gujarat,2021,4,395006,1621078,4073017934.990554
gujarat,2021,4,395010,1581216,4182383437.7399592
gujarat,2021,4,382350,1381825,3165595986.6160836
gujarat,2021,4,380058,1315637,2022465114.1169388
gujarat,2021,4,382481,1302331,2292362154.279738
gujarat,2022,1,380001,43066167,73237978832.22348
gujarat,2022,1,395003,8742989,16336269012.02546
gujarat,2022,1,390001,2853620,4715530989.557235
gujarat,2022,1,394210,2346308,4212046726.0476465
gujarat,2022,1,395006,1980697,4894153433.470372
gujarat,2022,1,396191,1959137,3483344352.0207405
gujarat,2022,1,395010,1896179,5103638173.022648
gujarat,2022,1,385535,1630473,3867046789.561491
gujarat,2022,1,382350,1572296,3569714791.1866403
gujarat,2022,1,385001,1532483,3286287009.2220364
gujarat,2022,2,380001,52753664,84432798058.52104
gujarat,2022,2,395003,10672645,18758395287.861027
gujarat,2022,2,390001,3369020,5305843470.404314
gujarat,2022,2,394210,2777449,4898335956.672746
gujarat,2022,2,396191,2335854,3880649447.3451133
gujarat,2022,2,395006,2324015,5379127575.200686
gujarat,2022,2,395010,2256180,5670502737.641578
gujarat,2022,2,385535,2022153,4444364110.485488
gujarat,2022,2,385001,1838275,3754171188.3705053
gujarat,2022,2,382350,1836488,4063455499.5444765
gujarat,2022,3,380001,69641063,102800764086.34274
gujarat,2022,3,395003,17475931,27657120519.506294
gujarat,2022,3,390001,9500153,13357107455.6829
gujarat,2022,3,396191,3727566,5404237251.695282
gujarat,2022,3,394210,3018669,5000124611.505702
gujarat,2022,3,360001,2911413,5022471536.518374
gujarat,2022,3,392001,2835979,3884366869.986515
gujarat,2022,3,395006,2503127,5423716764.026315
gujarat,2022,3,395010,2433767,5701142499.951949
gujarat,2022,3,385535,2366098,4957155043.116726
gujarat,2022,4,380001,82141571,124501769828.67831
gujarat,2022,4,395003,20372857,32306602076.931435
gujarat,2022,4,390001,6233032,9405707962.878475
gujarat,2022,4,392001,6146132,8699061457.427103
gujarat,2022,4,396191,4488548,6401533326.23485
gujarat,2022,4,360001,3551353,6259053744.202771
gujarat,2022,4,394210,3449932,5509684302.628181
gujarat,2022,4,395010,2565136,5999191728.470708
gujarat,2022,4,385001,2508889,5036063890.269462
gujarat,2022,4,385535,2475780,5333291153.161168
gujarat,2023,1,394210,6021069,9260558233.0
gujarat,2023,1,396191,4649859,6732841230.0
gujarat,2023,1,395006,4627962,8978667923.0
gujarat,2023,1,395010,4539136,10175461762.0
gujarat,2023,1,385535,4040199,8209389680.0
gujarat,2023,1,394230,3787219,4030652214.0
gujarat,2023,1,380058,3670005,5077295953.0
gujarat,2023,1,382330,3380692,5978643257.0
gujarat,2023,1,382350,3377398,6886217540.0
gujarat,2023,1,382481,3307707,5189215479.0
gujarat,2023,2,394210,7013169,9925343391.0
gujarat,2023,2,395006,5340720,9355184361.0
gujarat,2023,2,396191,5336973,7366715762.0
gujarat,2023,2,395010,5197027,10460696350.0
gujarat,2023,2,385535,4671748,8883418214.0
gujarat,2023,2,394230,4510161,4349390203.0
gujarat,2023,2,380058,4307237,5659291139.0
gujarat,2023,2,382330,3916034,6614469588.0
gujarat,2023,2,382405,3816228,6183634339.0
gujarat,2023,2,382350,3812459,7369405409.0
gujarat,2023,3,394210,8051744,10548705641.0
gujarat,2023,3,396191,6165512,7949168628.0
gujarat,2023,3,395006,5922794,9737553078.0
gujarat,2023,3,395010,5824479,11018605190.0
gujarat,2023,3,385535,5477460,10473256441.0
gujarat,2023,3,394230,5409386,4766286693.0
gujarat,2023,3,380058,5067958,6441070099.0
gujarat,2023,3,382330,4545005,7449067172.0
gujarat,2023,3,382481,4509392,6618107630.0
gujarat,2023,3,385001,4505721,7821082270.0
gujarat,2023,4,394210,9486703,12352844218.0
gujarat,2023,4,396191,7154205,9078588060.0
gujarat,2023,4,394230,6566352,5610360796.0
gujarat,2023,4,395010,6360990,12353178372.0
gujarat,2023,4,385535,6318149,11753682392.0
gujarat,2023,4,395006,6039577,9988151763.0
gujarat,2023,4,380058,5434913,6867237254.0
gujarat,2023,4,385001,5050875,8885211161.0
gujarat,2023,4,382330,4917553,8163614158.0
gujarat,2023,4,392130,4859174,4257891264.0
haryana,2021,1,122001,4506450,5997258111.473646
haryana,2021,1,122006,4132251,6151670724.079081
haryana,2021,1,121004,3059147,5144005309.059652
haryana,2021,1,122002,2906323,3010145443.6006365
haryana,2021,1,121003,2477817,3588296954.9753823
haryana,2021,1,131001,2348900,5452061577.840082
haryana,2021,1,122051,2288699,2478450893.984387
haryana,2021,1,121002,2134162,3877830476.041177
haryana,2021,1,122004,2040904,2329110399.0921006
haryana,2021,1,121001,2038073,3551904219.5367737
haryana,2021,2,122006,4878161,7207055202.820196
haryana,2021,2,122001,4510890,5990609149.360931
haryana,2021,2,121004,3536549,5951646115.000153
haryana,2021,2,131001,3226708,7142977788.24599
haryana,2021,2,132103,2964087,6591490589.111272
haryana,2021,2,121003,2729292,3870478646.555489
haryana,2021,2,121002,2541633,4653748858.8404045
haryana,2021,2,122002,2505416,2621052083.8195753
haryana,2021,2,121102,2504049,4742370912.036514
haryana,2021,2,122051,2397445,2354510241.669946
haryana,2021,3,122006,7079111,10108307756.719585
haryana,2021,3,122001,6524981,8208514096.35167
haryana,2021,3,121004,4619156,7214596983.5858555
haryana,2021,3,122002,4074015,4174634956.2762547
haryana,2021,3,131001,3824548,7592853759.9011755
haryana,2021,3,132103,3807660,7722135884.656666
haryana,2021,3,121002,3597233,6542235321.477936
haryana,2021,3,121003,3532991,4834797646.706048
haryana,2021,3,122051,3316258,3173407234.1611395
haryana,2021,3,122004,3271428,3239557328.444209
haryana,2021,4,122006,8243097,12446013625.324087
haryana,2021,4,122001,7654460,10006718311.566921
haryana,2021,4,121004,5636431,9216385931.59724
haryana,2021,4,122002,5095560,5436208624.384323
haryana,2021,4,132103,4535161,9837178139.119781
haryana,2021,4,131001,4476485,9400470033.415104
haryana,2021,4,121002,4231254,8127531272.098031
haryana,2021,4,121003,4230317,6034510670.847743
haryana,2021,4,121102,3930826,7117844489.156973
haryana,2021,4,122004,3857198,3979661447.5418015
haryana,2022,1,122006,9497946,14052592432.141745
haryana,2022,1,122001,8481038,11065424794.683146
haryana,2022,1,121004,6413395,10327200068.107296
haryana,2022,1,132103,5895774,11868051900.843742
haryana,2022,1,122002,5481562,5941559633.393696
haryana,2022,1,131001,4815373,9722356550.274738
haryana,2022,1,121002,4722543,9322378335.1689
haryana,2022,1,121003,4703756,6681893708.489748
haryana,2022,1,122004,4470641,4593483267.675021
haryana,2022,1,121102,4397860,7851533169.698815
haryana,2022,2,122006,11491350,16033485783.78646
haryana,2022,2,122001,10746148,13340124680.33358
haryana,2022,2,121004,7541491,11635177821.64284
haryana,2022,2,122002,7526684,7647480688.930363
haryana,2022,2,132103,6745204,12816736357.27605
haryana,2022,2,131001,6009247,11460764747.702406
haryana,2022,2,121002,5591996,10542237339.944075
haryana,2022,2,121003,5492258,7581776677.968283
haryana,2022,2,122004,5362365,5206030457.728907
haryana,2022,2,124001,5115219,10455337928.87967
haryana,2022,3,122006,14938659,21582716225.76088
haryana,2022,3,122001,11374422,13541621759.887472
haryana,2022,3,132103,9376357,16261252851.959072
haryana,2022,3,131001,9041722,15566507436.869112
haryana,2022,3,122002,8007122,8028492850.374751
haryana,2022,3,121004,7911550,11525725718.216959
haryana,2022,3,125001,7377226,12776861548.480118
haryana,2022,3,121102,6254963,10107177216.957026
haryana,2022,3,124001,6112872,11221511162.747232
haryana,2022,3,121002,5709734,9104449464.479698
haryana,2022,4,122006,15996511,23272769045.48967
haryana,2022,4,122001,12025123,14478193028.737059
haryana,2022,4,124001,11388444,20420082342.96588
haryana,2022,4,131001,10902442,19735294351.817028
haryana,2022,4,125001,9588910,17247896358.51129
haryana,2022,4,122002,8447312,8583794406.001563
haryana,2022,4,132001,8437665,15318137190.304121
haryana,2022,4,121004,8395551,12517719769.30899
haryana,2022,4,121102,8058491,13028821224.016903
haryana,2022,4,132103,7470318,14211929063.205795
haryana,2023,1,122001,20615058,23793998024.0
haryana,2023,1,121004,14647199,20883144494.0
haryana,2023,1,122002,14547437,14211729043.0
haryana,2023,1,121003,10430985,13270331224.0
haryana,2023,1,122004,10061978,9311440879.0
haryana,2023,1,121102,9602941,15454915902.0
haryana,2023,1,122003,9476905,9657026183.0
haryana,2023,1,122006,9138417,12326532331.0
haryana,2023,1,121001,8547847,13588864346.0
haryana,2023,1,122051,8256021,7339800099.0
haryana,2023,2,122001,24907002,26812160057.0
haryana,2023,2,122002,17622968,16160206563.0
haryana,2023,2,121004,17449013,22905929430.0
haryana,2023,2,121003,12219099,14350392287.0
haryana,2023,2,122004,12094043,10297238616.0
haryana,2023,2,122003,11510953,10940336410.0
haryana,2023,2,121102,11462412,16971067322.0
haryana,2023,2,122006,11101618,13745157503.0
haryana,2023,2,121001,9874516,14489429407.0
haryana,2023,2,122051,9700977,7944420455.0
haryana,2023,3,122001,28508989,29190465429.0
haryana,2023,3,122002,19829167,17426673153.0
haryana,2023,3,121004,18508407,23410376352.0
haryana,2023,3,122004,13608924,10992212562.0
haryana,2023,3,121003,13182533,14922143803.0
haryana,2023,3,122003,12973062,11856744194.0
haryana,2023,3,122006,12668344,14728912706.0
haryana,2023,3,121102,12021115,16794308468.0
haryana,2023,3,121001,10589101,14930210122.0
haryana,2023,3,123401,10391602,15283009006.0
haryana,2023,4,122001,29905222,31256833203.0
haryana,2023,4,121004,21755370,27462192208.0
haryana,2023,4,122002,19883910,18183800555.0
haryana,2023,4,121003,15268677,17163006898.0
haryana,2023,4,122004,14829891,12269249874.0
haryana,2023,4,121102,14254050,20253319612.0
haryana,2023,4,122006,13936726,16609571629.0
haryana,2023,4,122003,13049307,12368345191.0
haryana,2023,4,121001,12198582,17085101117.0
haryana,2023,4,123401,11269793,17615141890.0
himachal-pradesh,2021,1,171003,1159901,2164436964.996763
himachal-pradesh,2021,1,173205,619267,821223440.7749588
himachal-pradesh,2021,1,174101,274339,516424443.2481361
himachal-pradesh,2021,1,175131,215773,534765149.0471176
himachal-pradesh,2021,1,173025,185062,344461015.7285789
himachal-pradesh,2021,1,177220,149733,299025321.8630981
himachal-pradesh,2021,1,173212,116376,209461675.08097655
himachal-pradesh,2021,1,171001,113805,240217830.57616025
himachal-pradesh,2021,1,177001,104364,189739039.99627146
himachal-pradesh,2021,1,175001,95196,187138431.74028426
himachal-pradesh,2021,2,171003,1631599,2778990707.677697
himachal-pradesh,2021,2,173205,736032,910208843.8697324
himachal-pradesh,2021,2,174101,320986,582835727.47161
himachal-pradesh,2021,2,173025,231797,390941863.8401969
himachal-pradesh,2021,2,177220,207149,389512019.0166289
himachal-pradesh,2021,2,175131,131245,268858354.18257976
himachal-pradesh,2021,2,177001,128227,229771646.88528594
himachal-pradesh,2021,2,173212,127967,231574649.3579095
himachal-pradesh,2021,2,175001,108761,204972266.22850466
himachal-pradesh,2021,2,171001,105922,203829155.67179704
himachal-pradesh,2021,3,171003,2329788,3893910514.6489954
himachal-pradesh,2021,3,173205,994540,1121847281.0466993
himachal-pradesh,2021,3,174101,401342,683288037.5044987
himachal-pradesh,2021,3,173025,293791,467430517.77712643
himachal-pradesh,2021,3,177220,287405,512908587.20985425
himachal-pradesh,2021,3,175131,240811,536434497.47621524
himachal-pradesh,2021,3,177001,181081,309793725.83222574
himachal-pradesh,2021,3,173212,176958,318514769.3581375
himachal-pradesh,2021,3,171001,162871,309873878.69115025
himachal-pradesh,2021,3,175001,144549,269076387.1761673
himachal-pradesh,2021,4,171003,2717639,4677725002.690226
himachal-pradesh,2021,4,173205,1210279,1328061490.4390228
himachal-pradesh,2021,4,174101,488964,806786602.1396236
himachal-pradesh,2021,4,175131,460060,1003934777.2454858
himachal-pradesh,2021,4,177220,419903,768499250.0238891
himachal-pradesh,2021,4,173025,365982,595463485.4161507
himachal-pradesh,2021,4,173212,223910,364770352.5385426
himachal-pradesh,2021,4,171001,208058,408166044.38035905
himachal-pradesh,2021,4,177001,169751,306718950.1922755
himachal-pradesh,2021,4,176215,164961,240181327.55267358
himachal-pradesh,2022,1,171003,3190535,5016030006.84719
himachal-pradesh,2022,1,173205,1413386,1446816728.975519
himachal-pradesh,2022,1,174101,568743,866086052.0320439
himachal-pradesh,2022,1,175131,473722,983920226.8787673
himachal-pradesh,2022,1,177220,470845,805620902.047562
himachal-pradesh,2022,1,173025,427564,670592332.0501437
himachal-pradesh,2022,1,173212,232862,370332616.4354911
himachal-pradesh,2022,1,171001,211977,384014660.8346852
himachal-pradesh,2022,1,176215,171381,245490508.25976694
himachal-pradesh,2022,1,177001,167835,277476740.9231009
himachal-pradesh,2022,2,171003,4169488,6351783570.311645
himachal-pradesh,2022,2,173205,1736602,1572502662.5622573
himachal-pradesh,2022,2,175131,750048,1695084975.5552914
himachal-pradesh,2022,2,174101,708286,983933181.3580412
himachal-pradesh,2022,2,177220,638094,1032033845.9740778
himachal-pradesh,2022,2,173025,514165,745907120.5749362
