State,Year,Quarter,District,Transaction_count,Transaction_amount
gujarat,2021,4,kachchh,5470337,11281039516.167408
gujarat,2021,4,mahesana,5022604,10719744656.891113
gujarat,2021,4,rajkot,4398724,9808446763.924477
gujarat,2022,1,ahmadabad,79952986,140746136456.2987
gujarat,2022,1,surat,31199368,60384509134.17688
gujarat,2022,1,vadodara,14343830,22232541228.698696
gujarat,2022,1,gandhinagar,8605006,14673670632.364445
gujarat,2022,1,banas kantha,7973644,18279879154.011223
gujarat,2022,1,bharuch,7704075,12142511077.777298
gujarat,2022,1,valsad,6673719,11065186874.369564
gujarat,2022,1,kachchh,6493295,13234467234.409914
gujarat,2022,1,mahesana,5772191,12148997855.25247
gujarat,2022,1,rajkot,5044420,11183107357.249798
gujarat,2022,2,ahmadabad,96453555,161506106645.9494
gujarat,2022,2,surat,37371820,68525386888.440254
gujarat,2022,2,vadodara,16566055,24927078678.274376
gujarat,2022,2,gandhinagar,10158506,16650584409.353096
gujarat,2022,2,banas kantha,9732655,20605533611.378273
gujarat,2022,2,bharuch,8898927,13524403306.877403
gujarat,2022,2,valsad,8033358,12554813235.049372
gujarat,2022,2,kachchh,7934471,15334005512.230762
gujarat,2022,2,mahesana,6831581,13686497405.843655
gujarat,2022,2,rajkot,6063252,12629937169.82262
gujarat,2022,3,ahmadabad,117574996,184255244712.72235
gujarat,2022,3,surat,46500453,78304481289.11215
gujarat,2022,3,vadodara,23318716,32733106034.5252
gujarat,2022,3,bharuch,11270803,15949022077.719543
gujarat,2022,3,banas kantha,11035119,22401495021.82648
gujarat,2022,3,gandhinagar,10879868,17098915693.488312
gujarat,2022,3,valsad,9633288,13905599408.86188
gujarat,2022,3,kachchh,9375781,16533683640.30562
gujarat,2022,3,rajkot,8053297,15206611341.200827
gujarat,2022,3,mahesana,6403784,12429803356.66823
gujarat,2022,4,ahmadabad,133174553,212037117715.34888
gujarat,2022,4,surat,52037142,85923991746.92255
gujarat,2022,4,vadodara,20968443,30304178848.49663
gujarat,2022,4,bharuch,15879527,22486941029.828552
gujarat,2022,4,banas kantha,12352158,25179922289.863693
gujarat,2022,4,gandhinagar,12010565,19015449813.738018
gujarat,2022,4,valsad,11103340,15842261457.57137
gujarat,2022,4,kachchh,9617702,17113433243.309341
gujarat,2022,4,rajkot,9260831,17834314868.93695
gujarat,2022,4,mahesana,7160396,14173625244.242262
gujarat,2023,1,ahmadabad,88124113,144675922269.0
gujarat,2023,1,surat,59319420,95572900783.0
gujarat,2023,1,vadodara,25446746,33703262986.0
gujarat,2023,1,banas kantha,20363171,39328998688.0
gujarat,2023,1,gandhinagar,19462874,28898357911.0
gujarat,2023,1,bharuch,17611455,23420620380.0
gujarat,2023,1,kachchh,15804575,26116703929.0
gujarat,2023,1,valsad,15422170,21497483690.0
gujarat,2023,1,mahesana,11768050,21693083051.0
gujarat,2023,1,rajkot,10331784,19918564828.0
gujarat,2023,2,ahmadabad,100889578,156288216607.0
gujarat,2023,2,surat,68998170,102075692702.0
gujarat,2023,2,vadodara,28126951,36036104419.0
gujarat,2023,2,banas kantha,23444277,42180609726.0
gujarat,2023,2,gandhinagar,22421756,31572312133.0
gujarat,2023,2,bharuch,20492081,25552850416.0
gujarat,2023,2,kachchh,18170694,27688475605.0
gujarat,2023,2,valsad,17817488,23874686294.0
gujarat,2023,2,mahesana,13635469,23684515815.0
gujarat,2023,2,rajkot,11886801,21473977466.0
gujarat,2023,3,ahmadabad,116119081,173450994467.0
gujarat,2023,3,surat,79742341,109145690441.0
gujarat,2023,3,vadodara,32705182,39197795542.0
gujarat,2023,3,banas kantha,27740530,49573677952.0
gujarat,2023,3,gandhinagar,26278985,35649946527.0
gujarat,2023,3,bharuch,23411273,27245590670.0
gujarat,2023,3,kachchh,21522506,30415694275.0
gujarat,2023,3,valsad,20283176,25031461480.0
gujarat,2023,3,mahesana,15541817,26723975165.0
gujarat,2023,3,rajkot,13691028,24000712020.0
gujarat,2023,4,ahmadabad,125267617,190761203190.0
gujarat,2023,4,surat,89306058,121540678231.0
gujarat,2023,4,vadodara,35268395,42648582739.0
gujarat,2023,4,banas kantha,32777092,56428699466.0
gujarat,2023,4,gandhinagar,28600724,39542236594.0
gujarat,2023,4,bharuch,26006725,30590024824.0
gujarat,2023,4,kachchh,24314313,34220033958.0
gujarat,2023,4,valsad,23727240,28875069638.0
gujarat,2023,4,mahesana,17716518,30965776190.0
gujarat,2023,4,rajkot,15005682,26723191144.0
haryana,2021,1,gurugram,31719830,39350276708.73313
haryana,2021,1,faridabad,12970900,21241648453.917847
haryana,2021,1,rewari,4385531,8303713646.79833
haryana,2021,1,sonipat,4353956,9992974986.499811
haryana,2021,1,palwal,3641453,7214450169.004797
haryana,2021,1,hisar,3294765,8859730937.006823
haryana,2021,1,panipat,3288095,7866864997.406405
haryana,2021,1,mewat,3236320,8671355565.335659
haryana,2021,1,karnal,2822406,6379825746.570849
haryana,2021,1,rohtak,2708295,6792159646.748035
haryana,2021,2,gurugram,32311326,39938868048.39105
haryana,2021,2,faridabad,14467773,23831325859.81366
haryana,2021,2,sonipat,5818055,12924700817.493427
haryana,2021,2,rewari,5377720,9762169802.614033
haryana,2021,2,panipat,4781725,10716524259.182951
haryana,2021,2,palwal,4765916,9533885152.800251
haryana,2021,2,hisar,4588374,11866795026.651604
haryana,2021,2,mewat,4011429,9985192715.597248
haryana,2021,2,rohtak,3586587,8769888644.596022
haryana,2021,2,karnal,3501189,7822099240.647442
haryana,2021,3,gurugram,47680658,55914389975.07391
haryana,2021,3,faridabad,19367342,30608591108.260963
haryana,2021,3,rewari,7225396,12146892237.73043
haryana,2021,3,sonipat,7173052,14357121849.97747
haryana,2021,3,panipat,6120958,12577188571.756681
haryana,2021,3,palwal,5875612,10372287086.183144
haryana,2021,3,hisar,5215891,12437366867.171387
haryana,2021,3,mewat,5054460,11174788500.58817
haryana,2021,3,rohtak,4615616,10168683402.047003
haryana,2021,3,karnal,4403307,8835919266.381252
haryana,2021,4,gurugram,56754843,69593103272.65858
haryana,2021,4,faridabad,23169872,38292223252.23201
haryana,2021,4,sonipat,8588386,18170993284.93904
haryana,2021,4,rewari,8487387,15492946892.608118
haryana,2021,4,panipat,7419868,16276012822.879314
haryana,2021,4,palwal,7384842,13860018394.657875
haryana,2021,4,mewat,6907605,14906046920.126253
haryana,2021,4,hisar,6193863,16081687128.153656
haryana,2021,4,rohtak,5544335,13098837015.96527
haryana,2021,4,karnal,5416815,11527031601.801613
haryana,2022,1,gurugram,63282822,77508209556.89508
haryana,2022,1,faridabad,25918817,42896865210.61576
haryana,2022,1,sonipat,9614092,19484490398.321857
haryana,2022,1,rewari,9346086,16678823765.176477
haryana,2022,1,panipat,9264902,19020193908.564423
haryana,2022,1,mewat,8788025,17806136968.70603
haryana,2022,1,palwal,8401353,15280812571.295765
haryana,2022,1,hisar,7216543,18068574001.484863
haryana,2022,1,rohtak,6268896,14421297234.32816
haryana,2022,1,karnal,6097787,12324299904.907103
haryana,2022,2,gurugram,79880852,92145454120.45724
haryana,2022,2,faridabad,30409719,48406473821.004944
haryana,2022,2,sonipat,11943138,22987659569.928093
haryana,2022,2,rewari,11224593,19046645607.857338
haryana,2022,2,panipat,10820296,21066063900.647213
haryana,2022,2,mewat,10609222,20575618595.50345
haryana,2022,2,palwal,9782307,17323076797.706825
haryana,2022,2,hisar,8798889,20864338832.46772
haryana,2022,2,rohtak,7714114,16685032554.576132
haryana,2022,2,karnal,7462000,14355989091.566263
haryana,2022,3,gurugram,87103856,99360193857.46599
haryana,2022,3,faridabad,31002825,46163415393.391945
haryana,2022,3,sonipat,16738938,29152136081.765583
haryana,2022,3,hisar,15314209,30005386061.118546
haryana,2022,3,panipat,13837300,24633921100.885296
haryana,2022,3,rewari,12015067,19436985212.741524
haryana,2022,3,palwal,11032395,17956834811.920963
haryana,2022,3,mewat,10832560,19134475751.357685
haryana,2022,3,rohtak,9939686,18965127888.071278
haryana,2022,3,karnal,9139842,16912349321.593098
haryana,2022,4,gurugram,92493335,107046551341.7809
haryana,2022,4,faridabad,33161524,49923713557.162994
haryana,2022,4,sonipat,17683407,32605509131.386883
haryana,2022,4,hisar,16862076,34368965296.500374
haryana,2022,4,rohtak,14350357,27248544247.193783
haryana,2022,4,rewari,13324092,22585777499.591312
haryana,2022,4,palwal,13114018,21856737361.77354
haryana,2022,4,panipat,12217738,23682687583.537933
haryana,2022,4,karnal,12214724,23383107604.307755
haryana,2022,4,mewat,11181774,20507941017.884888
haryana,2023,1,gurugram,139674963,149429170153.0
haryana,2023,1,faridabad,53175744,76414257465.0
haryana,2023,1,mewat,19821886,34386439914.0
haryana,2023,1,rewari,19315925,31293744915.0
haryana,2023,1,palwal,18488944,29954221651.0
haryana,2023,1,sonipat,14926351,27671143422.0
haryana,2023,1,hisar,13701000,30219366691.0
haryana,2023,1,jhajjar,12217709,23051039608.0
haryana,2023,1,panipat,10810722,20832156394.0
haryana,2023,1,mahendragarh,9912656,20183169351.0
haryana,2023,2,gurugram,168827725,167788722810.0
haryana,2023,2,faridabad,62235387,82469498511.0
haryana,2023,2,mewat,24567537,39427690839.0
haryana,2023,2,rewari,23333100,34976781377.0
haryana,2023,2,palwal,22095549,33459783079.0
haryana,2023,2,sonipat,18352363,31280283056.0
haryana,2023,2,hisar,16085808,33933659480.0
haryana,2023,2,jhajjar,14793013,26202080272.0
haryana,2023,2,panipat,13037367,23049537864.0
haryana,2023,2,mahendragarh,12061191,22742640627.0
haryana,2023,3,gurugram,188985975,179654213171.0
haryana,2023,3,faridabad,66682736,85332036120.0
haryana,2023,3,rewari,26636621,36790267491.0
haryana,2023,3,palwal,22985522,32341536595.0
haryana,2023,3,mewat,21207864,33007216065.0
haryana,2023,3,sonipat,21154223,32882849453.0
haryana,2023,3,hisar,18073013,35148922011.0
haryana,2023,3,jhajjar,16858845,27109243755.0
haryana,2023,3,panipat,15202667,24746289923.0
haryana,2023,3,rohtak,13369559,24254493149.0
haryana,2023,4,gurugram,200753426,196708697020.0
haryana,2023,4,faridabad,77144627,98044262238.0
haryana,2023,4,rewari,29185255,42640323109.0
haryana,2023,4,mewat,28925897,44628376293.0
haryana,2023,4,palwal,27386099,39320293870.0
haryana,2023,4,sonipat,23629291,38060293204.0
haryana,2023,4,hisar,19279136,40480356223.0
haryana,2023,4,jhajjar,18679187,31812083240.0
haryana,2023,4,panipat,16907853,28907667371.0
haryana,2023,4,mahendragarh,14773841,27377180805.0
himachal-pradesh,2021,1,shimla,1871647,3621617004.9139824
himachal-pradesh,2021,1,solan,1415611,2334165842.866145
himachal-pradesh,2021,1,kangra,1122291,2006571077.1134858
himachal-pradesh,2021,1,mandi,659769,1258330265.8409514
himachal-pradesh,2021,1,kullu,550514,1212317567.8071225
himachal-pradesh,2021,1,una,490374,941158055.3202168
himachal-pradesh,2021,1,sirmaur,451501,789668056.651283
himachal-pradesh,2021,1,hamirpur,416499,720857278.5633022
himachal-pradesh,2021,1,chamba,273886,510880053.0153754
himachal-pradesh,2021,1,bilaspur,256578,504967322.0491565
himachal-pradesh,2021,2,shimla,2474329,4402623043.9412
himachal-pradesh,2021,2,solan,1658067,2575741414.5946493
himachal-pradesh,2021,2,kangra,1399606,2443026330.2982035
himachal-pradesh,2021,2,mandi,832152,1488270045.9430394
himachal-pradesh,2021,2,una,634078,1174326754.6527784
himachal-pradesh,2021,2,sirmaur,567339,922354065.2120936
himachal-pradesh,2021,2,hamirpur,551934,946105069.9392335
himachal-pradesh,2021,2,kullu,510109,966612054.8118159
himachal-pradesh,2021,2,chamba,364270,617691720.4435453
himachal-pradesh,2021,2,bilaspur,322915,613068902.4728887
himachal-pradesh,2021,3,shimla,3421673,6296627879.774387
himachal-pradesh,2021,3,solan,2183306,3233240074.9271526
himachal-pradesh,2021,3,kangra,1671112,2887492721.743307
himachal-pradesh,2021,3,mandi,945135,1753985903.702748
himachal-pradesh,2021,3,una,799861,1417386870.9287395
himachal-pradesh,2021,3,kullu,730794,1573258668.3417544
himachal-pradesh,2021,3,sirmaur,681413,1083275309.4275231
himachal-pradesh,2021,3,hamirpur,626711,1085444382.5637474
himachal-pradesh,2021,3,chamba,426381,769418422.8733866
himachal-pradesh,2021,3,bilaspur,364475,689922524.099928
himachal-pradesh,2021,4,shimla,3957985,7356261501.689669
himachal-pradesh,2021,4,solan,2640011,3757890500.196965
himachal-pradesh,2021,4,kangra,2130139,3830143759.599303
himachal-pradesh,2021,4,mandi,1092862,2082662004.4459345
himachal-pradesh,2021,4,kullu,1078809,2242410725.9330144
himachal-pradesh,2021,4,una,1048351,1936766072.2652125
himachal-pradesh,2021,4,sirmaur,847647,1363383254.3950417
himachal-pradesh,2021,4,hamirpur,717321,1262408331.5777433
himachal-pradesh,2021,4,chamba,507614,926400609.5746634
himachal-pradesh,2021,4,bilaspur,430870,844889571.9622381
himachal-pradesh,2022,1,shimla,4441906,7362840550.605638
himachal-pradesh,2022,1,solan,2993489,3959375876.0297637
himachal-pradesh,2022,1,kangra,2261593,3907092916.026638
himachal-pradesh,2022,1,mandi,1201568,2151083001.502331
himachal-pradesh,2022,1,una,1164923,2030776988.6375246
himachal-pradesh,2022,1,kullu,1100232,2108742823.1394384
himachal-pradesh,2022,1,sirmaur,962227,1517999108.5303912
himachal-pradesh,2022,1,hamirpur,751389,1264679768.7344947
himachal-pradesh,2022,1,chamba,544135,943937757.078062
himachal-pradesh,2022,1,bilaspur,472169,885425010.4453132
himachal-pradesh,2022,2,shimla,5875215,9396933042.155468
himachal-pradesh,2022,2,solan,3773789,4536385240.154757
himachal-pradesh,2022,2,kangra,2984544,4846014285.107853
himachal-pradesh,2022,2,kullu,1646598,3292385543.331986
himachal-pradesh,2022,2,mandi,1587222,2699997310.198592
himachal-pradesh,2022,2,una,1526243,2532127305.66458
himachal-pradesh,2022,2,sirmaur,1196118,1742899000.9373982
himachal-pradesh,2022,2,hamirpur,1002506,1538456707.4950671
himachal-pradesh,2022,2,chamba,727701,1229468817.252565
himachal-pradesh,2022,2,bilaspur,597379,1083546519.8422945
himachal-pradesh,2022,3,shimla,8892834,13349267759.063
himachal-pradesh,2022,3,solan,4064523,4837968887.089856
himachal-pradesh,2022,3,kangra,3342842,5121570350.61087
himachal-pradesh,2022,3,mandi,1666670,2648674300.7818365
himachal-pradesh,2022,3,chamba,1270412,1872267055.918766
himachal-pradesh,2022,3,sirmaur,1266132,1769419418.4413247
himachal-pradesh,2022,3,una,1233226,1928978517.8009784
himachal-pradesh,2022,3,kullu,1202861,2235782785.3480353
himachal-pradesh,2022,3,bilaspur,936750,1447420350.6150799
himachal-pradesh,2022,3,hamirpur,934529,1398047775.1680303
himachal-pradesh,2022,4,shimla,9603309,14161042549.708815
himachal-pradesh,2022,4,kangra,4885938,7430861889.061211
himachal-pradesh,2022,4,solan,4436709,5065290891.534374
himachal-pradesh,2022,4,kullu,2047414,3429997134.811536
himachal-pradesh,2022,4,mandi,1994054,3034367986.1615605
himachal-pradesh,2022,4,sirmaur,1454224,1991999745.9575925
himachal-pradesh,2022,4,una,1173607,1902311205.0838988
himachal-pradesh,2022,4,hamirpur,1161191,1732021206.6974392
himachal-pradesh,2022,4,chamba,831315,1292196671.856883
himachal-pradesh,2022,4,bilaspur,622642,1042618597.1158305
himachal-pradesh,2023,1,solan,6697899,6853019754.0
himachal-pradesh,2023,1,kangra,4812761,7112476385.0
himachal-pradesh,2023,1,shimla,2868345,4482667951.0
himachal-pradesh,2023,1,kullu,2582003,4254375692.0
himachal-pradesh,2023,1,mandi,2270344,3447411380.0
himachal-pradesh,2023,1,sirmaur,2191815,2793519379.0
himachal-pradesh,2023,1,una,1664821,2572954200.0
himachal-pradesh,2023,1,hamirpur,1563054,2230316339.0
himachal-pradesh,2023,1,chamba,1245900,1739970763.0
himachal-pradesh,2023,1,bilaspur,985356,1578749319.0
himachal-pradesh,2023,2,solan,8225202,7869249175.0
himachal-pradesh,2023,2,kangra,6314902,8889538215.0
himachal-pradesh,2023,2,shimla,3935607,5853300872.0
himachal-pradesh,2023,2,kullu,3547410,6190891236.0
himachal-pradesh,2023,2,mandi,2832817,4073788943.0
himachal-pradesh,2023,2,sirmaur,2641707,3153309362.0
himachal-pradesh,2023,2,una,2008731,2891172648.0
himachal-pradesh,2023,2,hamirpur,1880638,2572731185.0
himachal-pradesh,2023,2,chamba,1664604,2251880400.0
himachal-pradesh,2023,2,bilaspur,1211407,1839856400.0
himachal-pradesh,2023,3,solan,8707937,7941256441.0
himachal-pradesh,2023,3,kangra,6059411,8079309385.0
himachal-pradesh,2023,3,shimla,3828021,5695614828.0
himachal-pradesh,2023,3,sirmaur,2744752,3130614016.0
himachal-pradesh,2023,3,mandi,2595990,3596985973.0
himachal-pradesh,2023,3,una,2080978,2949791874.0
himachal-pradesh,2023,3,hamirpur,1947497,2534313484.0
himachal-pradesh,2023,3,kullu,1830787,2790341242.0
himachal-pradesh,2023,3,chamba,1564556,2167299865.0
himachal-pradesh,2023,3,bilaspur,1205509,1721531981.0
himachal-pradesh,2023,4,solan,9715897,8743026348.0
himachal-pradesh,2023,4,kangra,7007451,9466521159.0
himachal-pradesh,2023,4,shimla,4258178,5982804080.0
himachal-pradesh,2023,4,kullu,3068350,4583180514.0
himachal-pradesh,2023,4,mandi,3053172,4150722029.0
himachal-pradesh,2023,4,sirmaur,3052172,3442311095.0
himachal-pradesh,2023,4,una,2312951,3417753035.0
himachal-pradesh,2023,4,hamirpur,2223488,2878828789.0
himachal-pradesh,2023,4,chamba,1806626,2372506002.0
himachal-pradesh,2023,4,bilaspur,1365100,1923569325.0
jammu-&-kashmir,2021,1,jammu,2651223,7421535965.773877
jammu-&-kashmir,2021,1,srinagar,1027161,2568956545.461122
jammu-&-kashmir,2021,1,baramulla,410535,785025036.8822093
jammu-&-kashmir,2021,1,anantnag,317577,500687365.6142786
jammu-&-kashmir,2021,1,budgam,314969,629196655.3946896
jammu-&-kashmir,2021,1,kupwara,287414,651843634.7301381
jammu-&-kashmir,2021,1,udhampur,253788,659211752.0750571
jammu-&-kashmir,2021,1,kathua,245017,476737690.8982123
jammu-&-kashmir,2021,1,pulwama,230547,506298792.83870804
jammu-&-kashmir,2021,1,samba,201873,489544571.0195804
jammu-&-kashmir,2021,2,jammu,3793205,10159766998.570374
jammu-&-kashmir,2021,2,srinagar,1529261,3491629169.891506
jammu-&-kashmir,2021,2,baramulla,558737,966623715.8159673
jammu-&-kashmir,2021,2,anantnag,479956,717788809.3041894
jammu-&-kashmir,2021,2,budgam,450138,822332973.9248708
jammu-&-kashmir,2021,2,kupwara,408584,819478528.2209684
jammu-&-kashmir,2021,2,udhampur,361814,841569039.9908627
jammu-&-kashmir,2021,2,pulwama,332326,632761432.1392006
jammu-&-kashmir,2021,2,kathua,329534,635043868.1523829
jammu-&-kashmir,2021,2,samba,272944,627782719.5376384
jammu-&-kashmir,2021,3,jammu,5192026,13867943225.785107
jammu-&-kashmir,2021,3,srinagar,2196468,5510884597.059818
jammu-&-kashmir,2021,3,baramulla,647847,1285810267.7066154
jammu-&-kashmir,2021,3,anantnag,580106,938064508.2337394
jammu-&-kashmir,2021,3,budgam,545818,1112797675.6615355
jammu-&-kashmir,2021,3,kupwara,477130,1133802686.4410892
jammu-&-kashmir,2021,3,udhampur,476615,1090587535.866065
jammu-&-kashmir,2021,3,kathua,399722,762622103.9071403
jammu-&-kashmir,2021,3,pulwama,393629,826511580.0632427
jammu-&-kashmir,2021,3,samba,352992,822873576.4759533
jammu-&-kashmir,2021,4,jammu,6639541,16627649138.408905
jammu-&-kashmir,2021,4,srinagar,2900577,7232270069.006124
jammu-&-kashmir,2021,4,baramulla,787593,1567275687.193142
jammu-&-kashmir,2021,4,anantnag,683078,1035794983.473675
jammu-&-kashmir,2021,4,budgam,678080,1358477847.9462018
jammu-&-kashmir,2021,4,udhampur,621122,1409015376.0471456
jammu-&-kashmir,2021,4,kupwara,597802,1313830800.6467097
jammu-&-kashmir,2021,4,kathua,528207,1082468701.539606
jammu-&-kashmir,2021,4,samba,492079,1144805603.769711
jammu-&-kashmir,2021,4,pulwama,462342,988006961.9135485
jammu-&-kashmir,2022,1,jammu,5510056,11881749307.528316
jammu-&-kashmir,2022,1,srinagar,2743701,5949336258.494824
jammu-&-kashmir,2022,1,baramulla,877608,1607194898.3390286
jammu-&-kashmir,2022,1,udhampur,729905,1568037829.8497903
jammu-&-kashmir,2022,1,anantnag,728868,1032527025.5719062
jammu-&-kashmir,2022,1,budgam,718312,1319712135.4938064
jammu-&-kashmir,2022,1,kupwara,654488,1300783254.8105648
jammu-&-kashmir,2022,1,kathua,608852,1177353985.5858088
jammu-&-kashmir,2022,1,samba,588078,1229539785.5198188
jammu-&-kashmir,2022,1,pulwama,508605,1004677770.5886712
jammu-&-kashmir,2022,2,jammu,7441002,14880950856.224466
jammu-&-kashmir,2022,2,srinagar,4660647,9640282801.134441
jammu-&-kashmir,2022,2,baramulla,1226879,2154959862.6085277
jammu-&-kashmir,2022,2,anantnag,1214291,1884518051.065606
jammu-&-kashmir,2022,2,budgam,1052343,1977187447.21696
jammu-&-kashmir,2022,2,kupwara,975579,1819041252.88245
jammu-&-kashmir,2022,2,udhampur,947548,1877648827.461425
jammu-&-kashmir,2022,2,kathua,817009,1514113031.121934
jammu-&-kashmir,2022,2,pulwama,790442,1527002272.083313
jammu-&-kashmir,2022,2,samba,783532,1573110669.1012697
jammu-&-kashmir,2022,3,jammu,7526503,13607597636.170393
jammu-&-kashmir,2022,3,srinagar,2447805,4804161643.106109
jammu-&-kashmir,2022,3,baramulla,1311393,2203515919.7910256
jammu-&-kashmir,2022,3,anantnag,1263844,1939518538.6283112
jammu-&-kashmir,2022,3,budgam,1140418,1992489881.6152542
jammu-&-kashmir,2022,3,kupwara,1028821,1830706791.4213793
jammu-&-kashmir,2022,3,udhampur,997199,1863833971.9477148
jammu-&-kashmir,2022,3,pulwama,847472,1623093820.1695747
jammu-&-kashmir,2022,3,samba,842829,1581915447.7990084
jammu-&-kashmir,2022,3,kathua,834884,1473463666.339784
jammu-&-kashmir,2022,4,jammu,9213783,15674936388.296492
jammu-&-kashmir,2022,4,srinagar,3176470,5356773720.960181
jammu-&-kashmir,2022,4,baramulla,1599504,2370515820.01391
jammu-&-kashmir,2022,4,anantnag,1338553,1684090753.6075985
jammu-&-kashmir,2022,4,budgam,1306982,1932170615.544405
jammu-&-kashmir,2022,4,udhampur,1227109,2035000646.988761
jammu-&-kashmir,2022,4,kupwara,1219778,1804597459.1902237
jammu-&-kashmir,2022,4,kathua,1035799,1765328885.276795
jammu-&-kashmir,2022,4,samba,1025985,1822006887.441403
jammu-&-kashmir,2022,4,pulwama,963378,1594427876.0287037
jammu-&-kashmir,2023,1,jammu,10062633,15395688639.0
jammu-&-kashmir,2023,1,srinagar,3695677,5650181266.0
jammu-&-kashmir,2023,1,baramulla,2752305,3542417579.0
jammu-&-kashmir,2023,1,anantnag,2186498,2447319229.0
jammu-&-kashmir,2023,1,udhampur,2150992,3199398064.0
jammu-&-kashmir,2023,1,budgam,2135840,2875364245.0
jammu-&-kashmir,2023,1,kupwara,2010053,2711442887.0
jammu-&-kashmir,2023,1,samba,1784289,2881890615.0
jammu-&-kashmir,2023,1,kathua,1772544,2772584597.0
jammu-&-kashmir,2023,1,pulwama,1576453,2301558160.0
jammu-&-kashmir,2023,2,jammu,12519665,18093034879.0
jammu-&-kashmir,2023,2,srinagar,5798618,9057848812.0
jammu-&-kashmir,2023,2,baramulla,3950312,5012742718.0
jammu-&-kashmir,2023,2,anantnag,3335448,3997881663.0
jammu-&-kashmir,2023,2,budgam,3062613,4214975804.0
jammu-&-kashmir,2023,2,kupwara,3023653,4036251709.0
jammu-&-kashmir,2023,2,udhampur,2810698,4021272291.0
jammu-&-kashmir,2023,2,samba,2462291,3578070894.0
jammu-&-kashmir,2023,2,kathua,2417101,3367803832.0
jammu-&-kashmir,2023,2,pulwama,2254773,3358021119.0
jammu-&-kashmir,2023,3,jammu,14432102,19883917524.0
jammu-&-kashmir,2023,3,srinagar,7003470,9995586701.0
jammu-&-kashmir,2023,3,baramulla,4764647,5690607706.0
jammu-&-kashmir,2023,3,anantnag,4122154,4972376475.0
jammu-&-kashmir,2023,3,budgam,3693931,4944326402.0
jammu-&-kashmir,2023,3,kupwara,3562285,4358324912.0
jammu-&-kashmir,2023,3,udhampur,3051454,4231599879.0
jammu-&-kashmir,2023,3,samba,2803963,3799380535.0
jammu-&-kashmir,2023,3,kathua,2707886,3791246562.0
jammu-&-kashmir,2023,3,pulwama,2662125,3873276450.0
jammu-&-kashmir,2023,4,jammu,16836698,23295898530.0
jammu-&-kashmir,2023,4,srinagar,7074012,10113352740.0
jammu-&-kashmir,2023,4,baramulla,5009274,6414810534.0
jammu-&-kashmir,2023,4,anantnag,3898355,4563638521.0
jammu-&-kashmir,2023,4,budgam,3782455,4948841420.0
jammu-&-kashmir,2023,4,kupwara,3732530,4528952978.0
jammu-&-kashmir,2023,4,udhampur,3516389,4822653780.0
jammu-&-kashmir,2023,4,kathua,3271541,4645358981.0
jammu-&-kashmir,2023,4,samba,3222238,4395996752.0
jammu-&-kashmir,2023,4,pulwama,2718256,3937047720.0
jharkhand,2021,1,ranchi,11611641,20516524899.031517
jharkhand,2021,1,dhanbad,4584110,6811987883.293641
jharkhand,2021,1,east singhbhum,4431654,6647300274.483877
jharkhand,2021,1,bokaro,4420466,5905357346.344384
jharkhand,2021,1,hazaribagh,3539762,6866253812.618536
jharkhand,2021,1,giridih,2479885,5277166388.790894
jharkhand,2021,1,palamu,2014288,5697480883.817553
jharkhand,2021,1,ramgarh,1838015,3113016266.6747637
jharkhand,2021,1,saraikela kharsawan,1224133,1846065133.2774882
jharkhand,2021,1,garhwa,1096691,3661839156.389298
jharkhand,2021,2,ranchi,12803752,24097148083.85807
jharkhand,2021,2,dhanbad,5334482,8209158081.62978
jharkhand,2021,2,bokaro,5268766,7412510718.099218
jharkhand,2021,2,east singhbhum,4844508,7485477213.889221
jharkhand,2021,2,hazaribagh,4311550,8773101232.776592
jharkhand,2021,2,giridih,3689998,7492833865.491149
jharkhand,2021,2,palamu,2758556,7542921519.250462
jharkhand,2021,2,ramgarh,2288585,3877533810.611661
jharkhand,2021,2,koderma,1572074,3471429723.776345
jharkhand,2021,2,garhwa,1508109,4795351244.711267
jharkhand,2021,3,ranchi,18164412,29840666997.95928
jharkhand,2021,3,dhanbad,7087770,10358661169.007963
jharkhand,2021,3,bokaro,6784128,8909127705.008242
jharkhand,2021,3,east singhbhum,6664581,9865148330.327866
jharkhand,2021,3,hazaribagh,5890582,10260697900.091326
jharkhand,2021,3,giridih,4225858,7817410903.974938
jharkhand,2021,3,palamu,3314946,7464641801.918359
jharkhand,2021,3,ramgarh,2997440,4729136754.335512
jharkhand,2021,3,koderma,1915108,3791284439.1618476
jharkhand,2021,3,saraikela kharsawan,1902736,2794551681.2667665
jharkhand,2021,4,ranchi,24545152,39912526848.089005
jharkhand,2021,4,dhanbad,9479444,14274464381.899334
jharkhand,2021,4,bokaro,9299800,12121069536.264236
jharkhand,2021,4,east singhbhum,8580079,12866334499.288763
jharkhand,2021,4,hazaribagh,7977180,13886616619.230753
jharkhand,2021,4,giridih,5962192,11092190597.04572
jharkhand,2021,4,palamu,4766385,10484190181.850275
jharkhand,2021,4,ramgarh,3983583,6432497429.630725
jharkhand,2021,4,koderma,2621669,5203974984.686633
jharkhand,2021,4,saraikela kharsawan,2464688,3572566246.9868546
jharkhand,2022,1,ranchi,28253540,46123330242.43965
jharkhand,2022,1,dhanbad,10895145,16014299345.818779
jharkhand,2022,1,bokaro,9906035,13303827043.387669
jharkhand,2022,1,east singhbhum,9576498,14369232011.490187
jharkhand,2022,1,hazaribagh,9038043,16229125858.21476
