State,Year,Quarter,District,RegisteredUser
kerala,2022,4,wayanad district,270179
kerala,2022,4,alappuzha district,622234
kerala,2022,4,kozhikode district,1022289
kerala,2022,4,kollam district,724767
kerala,2022,4,thrissur district,889949
kerala,2022,4,palakkad district,717320
kerala,2022,4,kannur district,738843
kerala,2022,4,kottayam district,585546
kerala,2022,4,ernakulam district,1687311
kerala,2022,4,idukki district,320679
kerala,2023,1,thiruvananthapuram district,1196164
kerala,2023,1,kasaragod district,352199
kerala,2023,1,malappuram district,1043945
kerala,2023,1,pathanamthitta district,327848
kerala,2023,1,wayanad district,281511
kerala,2023,1,alappuzha district,649660
kerala,2023,1,kozhikode district,1063764
kerala,2023,1,kollam district,756282
kerala,2023,1,thrissur district,927648
kerala,2023,1,palakkad district,747944
kerala,2023,1,kannur district,769407
kerala,2023,1,kottayam district,611048
kerala,2023,1,ernakulam district,1760620
kerala,2023,1,idukki district,334683
kerala,2023,2,thiruvananthapuram district,1241042
kerala,2023,2,kasaragod district,365799
kerala,2023,2,malappuram district,1082848
kerala,2023,2,pathanamthitta district,340929
kerala,2023,2,wayanad district,292600
kerala,2023,2,alappuzha district,675625
kerala,2023,2,kozhikode district,1102669
kerala,2023,2,kollam district,786161
kerala,2023,2,thrissur district,963142
kerala,2023,2,palakkad district,777224
kerala,2023,2,kannur district,798378
kerala,2023,2,kottayam district,635322
kerala,2023,2,ernakulam district,1826879
kerala,2023,2,idukki district,348723
kerala,2023,3,thiruvananthapuram district,1288756
kerala,2023,3,kasaragod district,379477
kerala,2023,3,malappuram district,1122286
kerala,2023,3,pathanamthitta district,354481
kerala,2023,3,wayanad district,304106
kerala,2023,3,alappuzha district,702662
kerala,2023,3,kozhikode district,1142968
kerala,2023,3,kollam district,817493
kerala,2023,3,thrissur district,1000321
kerala,2023,3,palakkad district,807530
kerala,2023,3,kannur district,828310
kerala,2023,3,kottayam district,660585
kerala,2023,3,ernakulam district,1897604
kerala,2023,3,idukki district,362564
kerala,2023,4,thiruvananthapuram district,1334950
kerala,2023,4,kasaragod district,392611
kerala,2023,4,malappuram district,1160238
kerala,2023,4,pathanamthitta district,367730
kerala,2023,4,wayanad district,314903
kerala,2023,4,alappuzha district,728812
kerala,2023,4,kozhikode district,1181172
kerala,2023,4,kollam district,847768
kerala,2023,4,thrissur district,1036542
kerala,2023,4,palakkad district,836952
kerala,2023,4,kannur district,857051
kerala,2023,4,kottayam district,685268
kerala,2023,4,ernakulam district,1964544
kerala,2023,4,idukki district,376433
ladakh,2021,1,kargil district,15824
ladakh,2021,1,leh ladakh district,54095
ladakh,2021,2,kargil district,17077
ladakh,2021,2,leh ladakh district,57971
ladakh,2021,3,kargil district,18577
ladakh,2021,3,leh ladakh district,62633
ladakh,2021,4,kargil district,20008
ladakh,2021,4,leh ladakh district,67049
ladakh,2022,1,kargil district,21319
ladakh,2022,1,leh ladakh district,71173
ladakh,2022,2,kargil district,22475
ladakh,2022,2,leh ladakh district,75042
ladakh,2022,3,kargil district,23530
ladakh,2022,3,leh ladakh district,78769
ladakh,2022,4,kargil district,24326
ladakh,2022,4,leh ladakh district,82011
ladakh,2023,1,kargil district,25409
ladakh,2023,1,leh ladakh district,85582
ladakh,2023,2,kargil district,26588
ladakh,2023,2,leh ladakh district,89148
ladakh,2023,3,kargil district,27747
ladakh,2023,3,leh ladakh district,92688
ladakh,2023,4,kargil district,28762
ladakh,2023,4,leh ladakh district,96066
lakshadweep,2021,1,lakshadweep district,4577
lakshadweep,2021,2,lakshadweep district,4896
lakshadweep,2021,3,lakshadweep district,5287
lakshadweep,2021,4,lakshadweep district,5638
lakshadweep,2022,1,lakshadweep district,5990
lakshadweep,2022,2,lakshadweep district,6327
lakshadweep,2022,3,lakshadweep district,6645
lakshadweep,2022,4,lakshadweep district,6961
lakshadweep,2023,1,lakshadweep district,7267
lakshadweep,2023,2,lakshadweep district,7585
lakshadweep,2023,3,lakshadweep district,7912
lakshadweep,2023,4,lakshadweep district,8225
madhya-pradesh,2021,1,morena district,289939
madhya-pradesh,2021,1,alirajpur district,44762
madhya-pradesh,2021,1,sehore district,323704
madhya-pradesh,2021,1,rajgarh district,270842
madhya-pradesh,2021,1,khargone district,281236
madhya-pradesh,2021,1,satna district,368299
madhya-pradesh,2021,1,narsinghpur district,214249
madhya-pradesh,2021,1,jabalpur district,650087
madhya-pradesh,2021,1,hoshangabad district,277931
madhya-pradesh,2021,1,vidisha district,274866
madhya-pradesh,2021,1,balaghat district,278215
madhya-pradesh,2021,1,singrauli district,221433
madhya-pradesh,2021,1,betul district,285621
madhya-pradesh,2021,1,sidhi district,137421
madhya-pradesh,2021,1,datia district,106332
madhya-pradesh,2021,1,dewas district,358124
madhya-pradesh,2021,1,sheopur district,73775
madhya-pradesh,2021,1,neemuch district,178235
madhya-pradesh,2021,1,raisen district,272622
madhya-pradesh,2021,1,mandsaur district,279783
madhya-pradesh,2021,1,barwani district,136583
madhya-pradesh,2021,1,katni district,195985
madhya-pradesh,2021,1,dindori district,65047
madhya-pradesh,2021,1,shivpuri district,219381
madhya-pradesh,2021,1,gwalior district,703232
madhya-pradesh,2021,1,anuppur district,112519
madhya-pradesh,2021,1,agar malwa district,91340
madhya-pradesh,2021,1,ashoknagar district,109372
madhya-pradesh,2021,1,sagar district,432938
madhya-pradesh,2021,1,niwari district,47790
madhya-pradesh,2021,1,rewa district,403013
madhya-pradesh,2021,1,shajapur district,188759
madhya-pradesh,2021,1,ujjain district,513868
madhya-pradesh,2021,1,bhind district,242318
madhya-pradesh,2021,1,tikamgarh district,120720
madhya-pradesh,2021,1,seoni district,202103
madhya-pradesh,2021,1,harda district,100149
madhya-pradesh,2021,1,burhanpur district,114766
madhya-pradesh,2021,1,damoh district,150665
madhya-pradesh,2021,1,bhopal district,1340741
madhya-pradesh,2021,1,jhabua district,96483
madhya-pradesh,2021,1,dhar district,415117
madhya-pradesh,2021,1,guna district,255002
madhya-pradesh,2021,1,east nimar district,196341
madhya-pradesh,2021,1,chhindwara district,399276
madhya-pradesh,2021,1,umaria district,76879
madhya-pradesh,2021,1,mandla district,123283
madhya-pradesh,2021,1,indore district,1769869
madhya-pradesh,2021,1,shahdol district,165899
madhya-pradesh,2021,1,ratlam district,309912
madhya-pradesh,2021,1,panna district,99260
madhya-pradesh,2021,1,chhatarpur district,253341
madhya-pradesh,2021,2,morena district,312340
madhya-pradesh,2021,2,alirajpur district,48799
madhya-pradesh,2021,2,sehore district,347748
madhya-pradesh,2021,2,rajgarh district,292808
madhya-pradesh,2021,2,khargone district,303115
madhya-pradesh,2021,2,satna district,395440
madhya-pradesh,2021,2,narsinghpur district,229785
madhya-pradesh,2021,2,jabalpur district,695130
madhya-pradesh,2021,2,hoshangabad district,298276
madhya-pradesh,2021,2,vidisha district,295656
madhya-pradesh,2021,2,balaghat district,299166
madhya-pradesh,2021,2,singrauli district,238061
madhya-pradesh,2021,2,betul district,306387
madhya-pradesh,2021,2,sidhi district,148292
madhya-pradesh,2021,2,datia district,114602
madhya-pradesh,2021,2,dewas district,384805
madhya-pradesh,2021,2,sheopur district,79747
madhya-pradesh,2021,2,neemuch district,192351
madhya-pradesh,2021,2,raisen district,293092
madhya-pradesh,2021,2,mandsaur district,301823
madhya-pradesh,2021,2,barwani district,147396
madhya-pradesh,2021,2,katni district,210578
madhya-pradesh,2021,2,dindori district,70483
madhya-pradesh,2021,2,shivpuri district,237514
madhya-pradesh,2021,2,gwalior district,753172
madhya-pradesh,2021,2,anuppur district,121081
madhya-pradesh,2021,2,agar malwa district,98973
madhya-pradesh,2021,2,ashoknagar district,118179
madhya-pradesh,2021,2,sagar district,464791
madhya-pradesh,2021,2,niwari district,51713
madhya-pradesh,2021,2,rewa district,432682
madhya-pradesh,2021,2,shajapur district,203365
madhya-pradesh,2021,2,ujjain district,552204
madhya-pradesh,2021,2,bhind district,260861
madhya-pradesh,2021,2,tikamgarh district,130462
madhya-pradesh,2021,2,seoni district,217756
madhya-pradesh,2021,2,harda district,107671
madhya-pradesh,2021,2,burhanpur district,123507
madhya-pradesh,2021,2,damoh district,162046
madhya-pradesh,2021,2,bhopal district,1431127
madhya-pradesh,2021,2,jhabua district,104613
madhya-pradesh,2021,2,dhar district,447074
madhya-pradesh,2021,2,guna district,274820
madhya-pradesh,2021,2,east nimar district,211938
madhya-pradesh,2021,2,chhindwara district,428800
madhya-pradesh,2021,2,umaria district,82950
madhya-pradesh,2021,2,mandla district,132963
madhya-pradesh,2021,2,indore district,1892259
madhya-pradesh,2021,2,shahdol district,178327
madhya-pradesh,2021,2,ratlam district,333877
madhya-pradesh,2021,2,panna district,107148
madhya-pradesh,2021,2,chhatarpur district,273182
madhya-pradesh,2021,3,morena district,338470
madhya-pradesh,2021,3,alirajpur district,53291
madhya-pradesh,2021,3,sehore district,375721
madhya-pradesh,2021,3,rajgarh district,318695
madhya-pradesh,2021,3,khargone district,328193
madhya-pradesh,2021,3,satna district,426929
madhya-pradesh,2021,3,narsinghpur district,248007
madhya-pradesh,2021,3,jabalpur district,745631
madhya-pradesh,2021,3,hoshangabad district,321576
madhya-pradesh,2021,3,vidisha district,319665
madhya-pradesh,2021,3,balaghat district,323407
madhya-pradesh,2021,3,singrauli district,257742
madhya-pradesh,2021,3,betul district,330804
madhya-pradesh,2021,3,sidhi district,160978
madhya-pradesh,2021,3,datia district,124227
madhya-pradesh,2021,3,dewas district,415540
madhya-pradesh,2021,3,sheopur district,86932
madhya-pradesh,2021,3,neemuch district,208822
madhya-pradesh,2021,3,raisen district,316696
madhya-pradesh,2021,3,mandsaur district,328016
madhya-pradesh,2021,3,barwani district,159845
madhya-pradesh,2021,3,katni district,227610
madhya-pradesh,2021,3,dindori district,76885
madhya-pradesh,2021,3,shivpuri district,259032
madhya-pradesh,2021,3,gwalior district,809887
madhya-pradesh,2021,3,anuppur district,131119
madhya-pradesh,2021,3,agar malwa district,108028
madhya-pradesh,2021,3,ashoknagar district,128579
madhya-pradesh,2021,3,sagar district,501819
madhya-pradesh,2021,3,niwari district,56220
madhya-pradesh,2021,3,rewa district,466895
madhya-pradesh,2021,3,shajapur district,220532
madhya-pradesh,2021,3,ujjain district,596195
madhya-pradesh,2021,3,bhind district,282910
madhya-pradesh,2021,3,tikamgarh district,142145
madhya-pradesh,2021,3,seoni district,236282
madhya-pradesh,2021,3,harda district,116184
madhya-pradesh,2021,3,burhanpur district,133678
madhya-pradesh,2021,3,damoh district,175611
madhya-pradesh,2021,3,bhopal district,1531544
madhya-pradesh,2021,3,jhabua district,114139
madhya-pradesh,2021,3,dhar district,483901
madhya-pradesh,2021,3,guna district,298761
madhya-pradesh,2021,3,east nimar district,230302
madhya-pradesh,2021,3,chhindwara district,462834
madhya-pradesh,2021,3,umaria district,90077
madhya-pradesh,2021,3,mandla district,144612
madhya-pradesh,2021,3,indore district,2028266
madhya-pradesh,2021,3,shahdol district,192588
madhya-pradesh,2021,3,ratlam district,361407
madhya-pradesh,2021,3,panna district,116511
madhya-pradesh,2021,3,chhatarpur district,296493
madhya-pradesh,2021,4,morena district,364107
madhya-pradesh,2021,4,alirajpur district,57786
madhya-pradesh,2021,4,sehore district,403250
madhya-pradesh,2021,4,rajgarh district,343493
madhya-pradesh,2021,4,khargone district,352873
madhya-pradesh,2021,4,satna district,457858
madhya-pradesh,2021,4,narsinghpur district,265787
madhya-pradesh,2021,4,jabalpur district,796148
madhya-pradesh,2021,4,hoshangabad district,344648
madhya-pradesh,2021,4,vidisha district,344177
madhya-pradesh,2021,4,balaghat district,347200
madhya-pradesh,2021,4,singrauli district,276792
madhya-pradesh,2021,4,betul district,354334
madhya-pradesh,2021,4,sidhi district,173205
madhya-pradesh,2021,4,datia district,133518
madhya-pradesh,2021,4,dewas district,445758
madhya-pradesh,2021,4,sheopur district,93888
madhya-pradesh,2021,4,neemuch district,224442
madhya-pradesh,2021,4,raisen district,340113
madhya-pradesh,2021,4,mandsaur district,352936
madhya-pradesh,2021,4,barwani district,172064
madhya-pradesh,2021,4,katni district,244085
madhya-pradesh,2021,4,dindori district,83183
madhya-pradesh,2021,4,shivpuri district,279745
madhya-pradesh,2021,4,gwalior district,866561
madhya-pradesh,2021,4,anuppur district,140817
madhya-pradesh,2021,4,agar malwa district,116711
madhya-pradesh,2021,4,ashoknagar district,138555
madhya-pradesh,2021,4,sagar district,538447
madhya-pradesh,2021,4,niwari district,60568
madhya-pradesh,2021,4,rewa district,500513
madhya-pradesh,2021,4,shajapur district,236918
madhya-pradesh,2021,4,ujjain district,639197
madhya-pradesh,2021,4,bhind district,304654
madhya-pradesh,2021,4,tikamgarh district,153468
madhya-pradesh,2021,4,seoni district,254057
madhya-pradesh,2021,4,harda district,124528
madhya-pradesh,2021,4,burhanpur district,143490
madhya-pradesh,2021,4,damoh district,188719
madhya-pradesh,2021,4,bhopal district,1633266
madhya-pradesh,2021,4,jhabua district,123245
madhya-pradesh,2021,4,dhar district,519970
madhya-pradesh,2021,4,guna district,321685
madhya-pradesh,2021,4,east nimar district,247780
madhya-pradesh,2021,4,chhindwara district,495990
madhya-pradesh,2021,4,umaria district,96803
madhya-pradesh,2021,4,mandla district,155589
madhya-pradesh,2021,4,indore district,2164101
madhya-pradesh,2021,4,shahdol district,206601
madhya-pradesh,2021,4,ratlam district,387771
madhya-pradesh,2021,4,panna district,125727
madhya-pradesh,2021,4,chhatarpur district,319122
madhya-pradesh,2022,1,morena district,388876
madhya-pradesh,2022,1,alirajpur district,61920
madhya-pradesh,2022,1,sehore district,430004
madhya-pradesh,2022,1,rajgarh district,367926
madhya-pradesh,2022,1,khargone district,376319
madhya-pradesh,2022,1,satna district,488378
madhya-pradesh,2022,1,narsinghpur district,282944
madhya-pradesh,2022,1,jabalpur district,844191
madhya-pradesh,2022,1,hoshangabad district,366938
madhya-pradesh,2022,1,vidisha district,367348
madhya-pradesh,2022,1,balaghat district,370280
madhya-pradesh,2022,1,singrauli district,295276
madhya-pradesh,2022,1,betul district,377802
madhya-pradesh,2022,1,sidhi district,185333
madhya-pradesh,2022,1,datia district,142528
madhya-pradesh,2022,1,dewas district,474588
madhya-pradesh,2022,1,sheopur district,100534
madhya-pradesh,2022,1,neemuch district,239780
madhya-pradesh,2022,1,raisen district,362669
madhya-pradesh,2022,1,mandsaur district,377419
madhya-pradesh,2022,1,barwani district,183591
madhya-pradesh,2022,1,katni district,260231
madhya-pradesh,2022,1,dindori district,89318
madhya-pradesh,2022,1,shivpuri district,299591
madhya-pradesh,2022,1,gwalior district,919789
madhya-pradesh,2022,1,anuppur district,150308
madhya-pradesh,2022,1,agar malwa district,125155
madhya-pradesh,2022,1,ashoknagar district,148280
madhya-pradesh,2022,1,sagar district,573791
madhya-pradesh,2022,1,niwari district,64887
madhya-pradesh,2022,1,rewa district,533627
madhya-pradesh,2022,1,shajapur district,253170
madhya-pradesh,2022,1,ujjain district,680599
madhya-pradesh,2022,1,bhind district,325633
madhya-pradesh,2022,1,tikamgarh district,164789
madhya-pradesh,2022,1,seoni district,271212
madhya-pradesh,2022,1,harda district,132707
madhya-pradesh,2022,1,burhanpur district,152924
madhya-pradesh,2022,1,damoh district,201320
madhya-pradesh,2022,1,bhopal district,1729248
madhya-pradesh,2022,1,jhabua district,132178
madhya-pradesh,2022,1,dhar district,554545
madhya-pradesh,2022,1,guna district,343862
madhya-pradesh,2022,1,east nimar district,264991
madhya-pradesh,2022,1,chhindwara district,528140
madhya-pradesh,2022,1,umaria district,103376
madhya-pradesh,2022,1,mandla district,166586
madhya-pradesh,2022,1,indore district,2291709
madhya-pradesh,2022,1,shahdol district,220235
madhya-pradesh,2022,1,ratlam district,413474
madhya-pradesh,2022,1,panna district,134571
madhya-pradesh,2022,1,chhatarpur district,341257
madhya-pradesh,2022,2,morena district,412027
madhya-pradesh,2022,2,alirajpur district,65571
madhya-pradesh,2022,2,sehore district,454731
madhya-pradesh,2022,2,rajgarh district,390496
madhya-pradesh,2022,2,khargone district,397821
madhya-pradesh,2022,2,satna district,516107
madhya-pradesh,2022,2,narsinghpur district,298700
madhya-pradesh,2022,2,jabalpur district,889518
madhya-pradesh,2022,2,hoshangabad district,387536
madhya-pradesh,2022,2,vidisha district,388442
madhya-pradesh,2022,2,balaghat district,391383
madhya-pradesh,2022,2,singrauli district,312534
madhya-pradesh,2022,2,betul district,399176
madhya-pradesh,2022,2,sidhi district,196329
madhya-pradesh,2022,2,datia district,150774
madhya-pradesh,2022,2,dewas district,501534
madhya-pradesh,2022,2,sheopur district,106402
madhya-pradesh,2022,2,neemuch district,253877
madhya-pradesh,2022,2,raisen district,383364
madhya-pradesh,2022,2,mandsaur district,400096
madhya-pradesh,2022,2,barwani district,194224
madhya-pradesh,2022,2,katni district,274971
madhya-pradesh,2022,2,dindori district,94425
madhya-pradesh,2022,2,shivpuri district,317649
madhya-pradesh,2022,2,gwalior district,970340
madhya-pradesh,2022,2,anuppur district,159037
madhya-pradesh,2022,2,agar malwa district,132817
madhya-pradesh,2022,2,ashoknagar district,156794
madhya-pradesh,2022,2,sagar district,605733
madhya-pradesh,2022,2,niwari district,68906
madhya-pradesh,2022,2,rewa district,564327
madhya-pradesh,2022,2,shajapur district,268228
madhya-pradesh,2022,2,ujjain district,719339
madhya-pradesh,2022,2,bhind district,345153
madhya-pradesh,2022,2,tikamgarh district,174899
madhya-pradesh,2022,2,seoni district,286648
madhya-pradesh,2022,2,harda district,140211
madhya-pradesh,2022,2,burhanpur district,161559
madhya-pradesh,2022,2,damoh district,212717
madhya-pradesh,2022,2,bhopal district,1820625
madhya-pradesh,2022,2,jhabua district,140021
madhya-pradesh,2022,2,dhar district,586670
madhya-pradesh,2022,2,guna district,364137
madhya-pradesh,2022,2,east nimar district,280660
madhya-pradesh,2022,2,chhindwara district,557958
madhya-pradesh,2022,2,umaria district,109416
madhya-pradesh,2022,2,mandla district,176186
madhya-pradesh,2022,2,indore district,2412576
madhya-pradesh,2022,2,shahdol district,232570
madhya-pradesh,2022,2,ratlam district,437346
madhya-pradesh,2022,2,panna district,142521
madhya-pradesh,2022,2,chhatarpur district,361336
madhya-pradesh,2022,3,morena district,435365
madhya-pradesh,2022,3,alirajpur district,69009
madhya-pradesh,2022,3,sehore district,479372
madhya-pradesh,2022,3,rajgarh district,412875
madhya-pradesh,2022,3,khargone district,419471
madhya-pradesh,2022,3,satna district,544011
madhya-pradesh,2022,3,narsinghpur district,314303
madhya-pradesh,2022,3,jabalpur district,935649
madhya-pradesh,2022,3,hoshangabad district,408032
madhya-pradesh,2022,3,vidisha district,409741
madhya-pradesh,2022,3,balaghat district,412637
madhya-pradesh,2022,3,singrauli district,329936
madhya-pradesh,2022,3,betul district,420313
madhya-pradesh,2022,3,sidhi district,206995
madhya-pradesh,2022,3,datia district,158829
madhya-pradesh,2022,3,dewas district,528609
madhya-pradesh,2022,3,sheopur district,112197
madhya-pradesh,2022,3,neemuch district,268121
madhya-pradesh,2022,3,raisen district,404002
madhya-pradesh,2022,3,mandsaur district,422561
madhya-pradesh,2022,3,barwani district,204774
madhya-pradesh,2022,3,katni district,289612
madhya-pradesh,2022,3,dindori district,99562
madhya-pradesh,2022,3,shivpuri district,335634
madhya-pradesh,2022,3,gwalior district,1022539
madhya-pradesh,2022,3,anuppur district,167443
madhya-pradesh,2022,3,agar malwa district,140546
madhya-pradesh,2022,3,ashoknagar district,165136
madhya-pradesh,2022,3,sagar district,638100
madhya-pradesh,2022,3,niwari district,72766
madhya-pradesh,2022,3,rewa district,594588
madhya-pradesh,2022,3,shajapur district,283357
madhya-pradesh,2022,3,ujjain district,758373
madhya-pradesh,2022,3,bhind district,364727
madhya-pradesh,2022,3,tikamgarh district,185137
madhya-pradesh,2022,3,seoni district,301695
madhya-pradesh,2022,3,harda district,147408
madhya-pradesh,2022,3,burhanpur district,170570
madhya-pradesh,2022,3,damoh district,223787
madhya-pradesh,2022,3,bhopal district,1915532
madhya-pradesh,2022,3,jhabua district,147923
madhya-pradesh,2022,3,dhar district,618777
madhya-pradesh,2022,3,guna district,384769
madhya-pradesh,2022,3,east nimar district,296196
madhya-pradesh,2022,3,chhindwara district,587412
madhya-pradesh,2022,3,umaria district,115138
madhya-pradesh,2022,3,mandla district,185530
madhya-pradesh,2022,3,indore district,2537328
madhya-pradesh,2022,3,shahdol district,244785
madhya-pradesh,2022,3,ratlam district,461592
madhya-pradesh,2022,3,panna district,149974
madhya-pradesh,2022,3,chhatarpur district,381482
madhya-pradesh,2022,4,morena district,456927
madhya-pradesh,2022,4,alirajpur district,71948
madhya-pradesh,2022,4,sehore district,502032
madhya-pradesh,2022,4,rajgarh district,432979
madhya-pradesh,2022,4,khargone district,438987
madhya-pradesh,2022,4,satna district,569320
madhya-pradesh,2022,4,narsinghpur district,328345
madhya-pradesh,2022,4,jabalpur district,980428
madhya-pradesh,2022,4,hoshangabad district,427054
madhya-pradesh,2022,4,vidisha district,428827
madhya-pradesh,2022,4,balaghat district,432044
madhya-pradesh,2022,4,singrauli district,345865
madhya-pradesh,2022,4,betul district,438735
madhya-pradesh,2022,4,sidhi district,216301
madhya-pradesh,2022,4,datia district,166146
madhya-pradesh,2022,4,dewas district,553297
madhya-pradesh,2022,4,sheopur district,117173
madhya-pradesh,2022,4,neemuch district,280695
madhya-pradesh,2022,4,raisen district,422588
madhya-pradesh,2022,4,mandsaur district,442210
madhya-pradesh,2022,4,barwani district,213948
madhya-pradesh,2022,4,katni district,302854
madhya-pradesh,2022,4,dindori district,103662
madhya-pradesh,2022,4,shivpuri district,351269
madhya-pradesh,2022,4,gwalior district,1073648
madhya-pradesh,2022,4,anuppur district,174706
madhya-pradesh,2022,4,agar malwa district,147143
madhya-pradesh,2022,4,ashoknagar district,172336
madhya-pradesh,2022,4,sagar district,667526
madhya-pradesh,2022,4,niwari district,76105
madhya-pradesh,2022,4,rewa district,622122
madhya-pradesh,2022,4,shajapur district,296780
madhya-pradesh,2022,4,ujjain district,794711
madhya-pradesh,2022,4,bhind district,382471
madhya-pradesh,2022,4,tikamgarh district,193659
madhya-pradesh,2022,4,seoni district,314556
madhya-pradesh,2022,4,harda district,154023
madhya-pradesh,2022,4,burhanpur district,178750
madhya-pradesh,2022,4,damoh district,233462
madhya-pradesh,2022,4,bhopal district,2009655
madhya-pradesh,2022,4,jhabua district,154481
madhya-pradesh,2022,4,dhar district,648535
madhya-pradesh,2022,4,guna district,403515
madhya-pradesh,2022,4,east nimar district,309932
madhya-pradesh,2022,4,chhindwara district,613456
madhya-pradesh,2022,4,umaria district,120128
madhya-pradesh,2022,4,mandla district,193318
madhya-pradesh,2022,4,indore district,2660518
madhya-pradesh,2022,4,shahdol district,255641
madhya-pradesh,2022,4,ratlam district,484038
madhya-pradesh,2022,4,panna district,156023
madhya-pradesh,2022,4,chhatarpur district,399052
madhya-pradesh,2023,1,morena district,479647
madhya-pradesh,2023,1,alirajpur district,75360
madhya-pradesh,2023,1,sehore district,526495
madhya-pradesh,2023,1,rajgarh district,454742
madhya-pradesh,2023,1,khargone district,460046
madhya-pradesh,2023,1,satna district,596769
madhya-pradesh,2023,1,narsinghpur district,343846
madhya-pradesh,2023,1,jabalpur district,1025803
madhya-pradesh,2023,1,hoshangabad district,447376
madhya-pradesh,2023,1,vidisha district,449990
madhya-pradesh,2023,1,balaghat district,452700
madhya-pradesh,2023,1,singrauli district,362658
madhya-pradesh,2023,1,betul district,459626
madhya-pradesh,2023,1,sidhi district,226795
madhya-pradesh,2023,1,datia district,173988
madhya-pradesh,2023,1,dewas district,579697
madhya-pradesh,2023,1,sheopur district,122856
madhya-pradesh,2023,1,neemuch district,294613
madhya-pradesh,2023,1,raisen district,443050
madhya-pradesh,2023,1,mandsaur district,463718
madhya-pradesh,2023,1,barwani district,224144
madhya-pradesh,2023,1,katni district,317477
madhya-pradesh,2023,1,dindori district,108680
madhya-pradesh,2023,1,shivpuri district,368571
madhya-pradesh,2023,1,gwalior district,1123707
madhya-pradesh,2023,1,anuppur district,183119
madhya-pradesh,2023,1,agar malwa district,154686
madhya-pradesh,2023,1,ashoknagar district,180467
madhya-pradesh,2023,1,sagar district,699722
madhya-pradesh,2023,1,niwari district,79831
madhya-pradesh,2023,1,rewa district,651354
madhya-pradesh,2023,1,shajapur district,311369
madhya-pradesh,2023,1,ujjain district,832451
madhya-pradesh,2023,1,bhind district,401533
madhya-pradesh,2023,1,tikamgarh district,203615
madhya-pradesh,2023,1,seoni district,329353
madhya-pradesh,2023,1,harda district,161225
madhya-pradesh,2023,1,burhanpur district,187246
madhya-pradesh,2023,1,damoh district,244449
madhya-pradesh,2023,1,bhopal district,2101098
madhya-pradesh,2023,1,jhabua district,162127
madhya-pradesh,2023,1,dhar district,679569
madhya-pradesh,2023,1,guna district,423812
madhya-pradesh,2023,1,east nimar district,325222
madhya-pradesh,2023,1,chhindwara district,642022
madhya-pradesh,2023,1,umaria district,125957
madhya-pradesh,2023,1,mandla district,202648
madhya-pradesh,2023,1,indore district,2780295
madhya-pradesh,2023,1,shahdol district,267723
madhya-pradesh,2023,1,ratlam district,507397
madhya-pradesh,2023,1,panna district,163536
madhya-pradesh,2023,1,chhatarpur district,418638
madhya-pradesh,2023,2,morena district,501991
madhya-pradesh,2023,2,alirajpur district,79103
madhya-pradesh,2023,2,sehore district,550240
madhya-pradesh,2023,2,rajgarh district,476568
madhya-pradesh,2023,2,khargone district,480998
madhya-pradesh,2023,2,satna district,623076
madhya-pradesh,2023,2,narsinghpur district,359174
madhya-pradesh,2023,2,jabalpur district,1065846
madhya-pradesh,2023,2,hoshangabad district,466410
madhya-pradesh,2023,2,vidisha district,470884
madhya-pradesh,2023,2,balaghat district,473522
madhya-pradesh,2023,2,singrauli district,379057
madhya-pradesh,2023,2,betul district,480548
madhya-pradesh,2023,2,sidhi district,237697
madhya-pradesh,2023,2,datia district,182229
madhya-pradesh,2023,2,dewas district,605064
madhya-pradesh,2023,2,sheopur district,128883
madhya-pradesh,2023,2,neemuch district,307893
madhya-pradesh,2023,2,raisen district,463359
madhya-pradesh,2023,2,mandsaur district,485021
madhya-pradesh,2023,2,barwani district,234410
madhya-pradesh,2023,2,katni district,331658
madhya-pradesh,2023,2,dindori district,114018
madhya-pradesh,2023,2,shivpuri district,386527
madhya-pradesh,2023,2,gwalior district,1168513
madhya-pradesh,2023,2,anuppur district,191497
madhya-pradesh,2023,2,agar malwa district,162283
madhya-pradesh,2023,2,ashoknagar district,189217
madhya-pradesh,2023,2,sagar district,730094
madhya-pradesh,2023,2,niwari district,83757
madhya-pradesh,2023,2,rewa district,680100
madhya-pradesh,2023,2,shajapur district,325913
madhya-pradesh,2023,2,ujjain district,868546
madhya-pradesh,2023,2,bhind district,420416
madhya-pradesh,2023,2,tikamgarh district,213514
madhya-pradesh,2023,2,seoni district,344864
madhya-pradesh,2023,2,harda district,168686
madhya-pradesh,2023,2,burhanpur district,195346
madhya-pradesh,2023,2,damoh district,255940
madhya-pradesh,2023,2,bhopal district,2179557
madhya-pradesh,2023,2,jhabua district,169870
madhya-pradesh,2023,2,dhar district,710181
madhya-pradesh,2023,2,guna district,443002
madhya-pradesh,2023,2,east nimar district,340076
madhya-pradesh,2023,2,chhindwara district,670155
madhya-pradesh,2023,2,umaria district,131892
madhya-pradesh,2023,2,mandla district,212201
madhya-pradesh,2023,2,indore district,2883610
madhya-pradesh,2023,2,shahdol district,279795
madhya-pradesh,2023,2,ratlam district,530037
madhya-pradesh,2023,2,panna district,171675
madhya-pradesh,2023,2,chhatarpur district,438017
madhya-pradesh,2023,3,morena district,523618
madhya-pradesh,2023,3,alirajpur district,82755
madhya-pradesh,2023,3,sehore district,574004
madhya-pradesh,2023,3,rajgarh district,498342
madhya-pradesh,2023,3,khargone district,502250
madhya-pradesh,2023,3,satna district,649398
