State,Year,Quarter,District,Registered_users
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,dadra and nagar haveli,254577
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,daman,155029
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,diu,14964
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,dadra and nagar haveli,269344
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,daman,163861
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,diu,15811
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,dadra and nagar haveli,284923
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,daman,173219
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,diu,16665
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,dadra and nagar haveli,300217
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,daman,182481
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,diu,17427
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,dadra and nagar haveli,314951
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,daman,191432
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,diu,18234
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,dadra and nagar haveli,328125
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,daman,199267
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,diu,18972
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,dadra and nagar haveli,341846
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,daman,207437
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,diu,19752
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,dadra and nagar haveli,354944
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,daman,215319
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,diu,20497
delhi,2021,1,west,1559112
delhi,2021,1,south east delhi,1260645
delhi,2021,1,north west,1094464
delhi,2021,1,new delhi,1039016
delhi,2021,1,central delhi,1035060
delhi,2021,1,north,890194
delhi,2021,1,south west,849223
delhi,2021,1,east,786308
delhi,2021,1,south,749173
delhi,2021,1,shahdara,636908
delhi,2021,2,west,1666267
delhi,2021,2,south east delhi,1346063
delhi,2021,2,north west,1170137
delhi,2021,2,new delhi,1108471
delhi,2021,2,central delhi,1105640
delhi,2021,2,north,952374
delhi,2021,2,south west,906878
delhi,2021,2,east,839185
delhi,2021,2,south,799590
delhi,2021,2,shahdara,681073
delhi,2021,3,west,1785309
delhi,2021,3,south east delhi,1441462
delhi,2021,3,north west,1254464
delhi,2021,3,new delhi,1185588
delhi,2021,3,central delhi,1184217
delhi,2021,3,north,1022251
delhi,2021,3,south west,971552
delhi,2021,3,east,898137
delhi,2021,3,south,855177
delhi,2021,3,shahdara,730209
delhi,2021,4,west,1905278
delhi,2021,4,south east delhi,1537814
delhi,2021,4,north west,1339480
delhi,2021,4,central delhi,1263911
delhi,2021,4,new delhi,1263818
delhi,2021,4,north,1093028
delhi,2021,4,south west,1036466
delhi,2021,4,east,957392
delhi,2021,4,south,911399
delhi,2021,4,shahdara,779798
delhi,2022,1,west,2017435
delhi,2022,1,south east delhi,1628157
delhi,2022,1,north west,1419688
delhi,2022,1,central delhi,1338465
delhi,2022,1,new delhi,1336911
delhi,2022,1,north,1159277
delhi,2022,1,south west,1097016
delhi,2022,1,east,1013024
delhi,2022,1,south,963775
delhi,2022,1,shahdara,826148
delhi,2022,2,west,2124626
delhi,2022,2,south east delhi,1714507
delhi,2022,2,north west,1496002
delhi,2022,2,central delhi,1409776
delhi,2022,2,new delhi,1406687
delhi,2022,2,north,1222605
delhi,2022,2,south west,1155288
delhi,2022,2,east,1066632
delhi,2022,2,south,1013938
delhi,2022,2,shahdara,870461
delhi,2022,3,west,2235907
delhi,2022,3,south east delhi,1804123
delhi,2022,3,north west,1575473
delhi,2022,3,central delhi,1483786
delhi,2022,3,new delhi,1479669
delhi,2022,3,north,1288507
delhi,2022,3,south west,1215697
delhi,2022,3,east,1121596
delhi,2022,3,south,1065631
delhi,2022,3,shahdara,917096
delhi,2022,4,west,2348063
delhi,2022,4,south east delhi,1894776
delhi,2022,4,north west,1655730
delhi,2022,4,central delhi,1558400
delhi,2022,4,new delhi,1552874
delhi,2022,4,north,1354521
delhi,2022,4,south west,1275864
delhi,2022,4,east,1177294
delhi,2022,4,south,1117981
delhi,2022,4,shahdara,963656
delhi,2023,1,west,2453869
delhi,2023,1,south east delhi,1980915
delhi,2023,1,north west,1731494
delhi,2023,1,central delhi,1629248
delhi,2023,1,new delhi,1622600
delhi,2023,1,north,1416994
delhi,2023,1,south west,1333347
delhi,2023,1,east,1230290
delhi,2023,1,south,1167338
delhi,2023,1,shahdara,1007880
delhi,2023,2,west,2546575
delhi,2023,2,south east delhi,2055408
delhi,2023,2,north west,1798636
delhi,2023,2,central delhi,1690547
delhi,2023,2,new delhi,1682305
delhi,2023,2,north,1471979
delhi,2023,2,south west,1383364
delhi,2023,2,east,1275831
delhi,2023,2,south,1209741
delhi,2023,2,shahdara,1046614
delhi,2023,3,west,2641529
delhi,2023,3,south east delhi,2133173
delhi,2023,3,north west,1866671
delhi,2023,3,central delhi,1754227
delhi,2023,3,new delhi,1744588
delhi,2023,3,north,1528582
delhi,2023,3,south west,1435544
delhi,2023,3,east,1322844
delhi,2023,3,south,1254751
delhi,2023,3,shahdara,1086372
delhi,2023,4,west,2732926
delhi,2023,4,south east delhi,2207076
delhi,2023,4,north west,1933267
delhi,2023,4,central delhi,1815323
delhi,2023,4,new delhi,1803952
delhi,2023,4,north,1583005
delhi,2023,4,south west,1484762
delhi,2023,4,east,1367614
delhi,2023,4,south,1296849
delhi,2023,4,shahdara,1124343
goa,2021,1,north goa,352593
goa,2021,1,south goa,217442
goa,2021,2,north goa,376703
goa,2021,2,south goa,232403
goa,2021,3,north goa,403952
goa,2021,3,south goa,249506
goa,2021,4,north goa,430814
goa,2021,4,south goa,266364
goa,2022,1,north goa,456250
goa,2022,1,south goa,282378
goa,2022,2,north goa,480353
goa,2022,2,south goa,297426
goa,2022,3,north goa,504946
goa,2022,3,south goa,312884
goa,2022,4,north goa,527826
goa,2022,4,south goa,327376
goa,2023,1,north goa,550554
goa,2023,1,south goa,341631
goa,2023,2,north goa,571111
goa,2023,2,south goa,354909
goa,2023,3,north goa,593176
goa,2023,3,south goa,368655
goa,2023,4,north goa,613836
goa,2023,4,south goa,382087
gujarat,2021,1,ahmadabad,2999575
gujarat,2021,1,surat,2458596
gujarat,2021,1,vadodara,1053954
gujarat,2021,1,rajkot,677301
gujarat,2021,1,gandhinagar,615315
gujarat,2021,1,banas kantha,598384
gujarat,2021,1,bharuch,548541
gujarat,2021,1,kachchh,505517
gujarat,2021,1,mahesana,500511
gujarat,2021,1,valsad,489062
gujarat,2021,2,ahmadabad,3209841
gujarat,2021,2,surat,2633443
gujarat,2021,2,vadodara,1127636
gujarat,2021,2,rajkot,726817
gujarat,2021,2,gandhinagar,658428
gujarat,2021,2,banas kantha,645073
gujarat,2021,2,bharuch,588777
gujarat,2021,2,kachchh,543585
gujarat,2021,2,mahesana,536645
gujarat,2021,2,valsad,524614
gujarat,2021,3,ahmadabad,3445024
gujarat,2021,3,surat,2830392
gujarat,2021,3,vadodara,1210266
gujarat,2021,3,rajkot,782611
gujarat,2021,3,gandhinagar,706654
gujarat,2021,3,banas kantha,698841
gujarat,2021,3,bharuch,634589
gujarat,2021,3,kachchh,587589
gujarat,2021,3,mahesana,578072
gujarat,2021,3,valsad,565423
gujarat,2021,4,ahmadabad,3679243
gujarat,2021,4,surat,3026960
gujarat,2021,4,vadodara,1292097
gujarat,2021,4,rajkot,837869
gujarat,2021,4,gandhinagar,754369
gujarat,2021,4,banas kantha,751116
gujarat,2021,4,bharuch,679705
gujarat,2021,4,kachchh,630878
gujarat,2021,4,mahesana,618376
gujarat,2021,4,valsad,605655
gujarat,2022,1,ahmadabad,3897869
gujarat,2022,1,surat,3210535
gujarat,2022,1,vadodara,1368210
gujarat,2022,1,rajkot,889499
gujarat,2022,1,banas kantha,802470
gujarat,2022,1,gandhinagar,799301
gujarat,2022,1,bharuch,722367
gujarat,2022,1,kachchh,671465
gujarat,2022,1,mahesana,656908
gujarat,2022,1,valsad,643742
gujarat,2022,2,ahmadabad,4105172
gujarat,2022,2,surat,3385398
gujarat,2022,2,vadodara,1440949
gujarat,2022,2,rajkot,937863
gujarat,2022,2,banas kantha,849884
gujarat,2022,2,gandhinagar,841732
gujarat,2022,2,bharuch,762752
gujarat,2022,2,kachchh,709339
gujarat,2022,2,mahesana,692794
gujarat,2022,2,valsad,679340
gujarat,2022,3,ahmadabad,4319512
gujarat,2022,3,surat,3567767
gujarat,2022,3,vadodara,1515556
gujarat,2022,3,rajkot,986904
gujarat,2022,3,banas kantha,896869
gujarat,2022,3,gandhinagar,885535
gujarat,2022,3,bharuch,803845
gujarat,2022,3,kachchh,747079
gujarat,2022,3,mahesana,729723
gujarat,2022,3,valsad,716467
gujarat,2022,4,ahmadabad,4530853
gujarat,2022,4,surat,3747780
gujarat,2022,4,vadodara,1587831
gujarat,2022,4,rajkot,1033159
gujarat,2022,4,banas kantha,939693
gujarat,2022,4,gandhinagar,927585
gujarat,2022,4,bharuch,842519
gujarat,2022,4,kachchh,781383
gujarat,2022,4,mahesana,763693
gujarat,2022,4,valsad,751767
gujarat,2023,1,ahmadabad,4734630
gujarat,2023,1,surat,3919829
gujarat,2023,1,vadodara,1658232
gujarat,2023,1,rajkot,1079736
gujarat,2023,1,banas kantha,985280
gujarat,2023,1,gandhinagar,968586
gujarat,2023,1,bharuch,881508
gujarat,2023,1,kachchh,817441
gujarat,2023,1,mahesana,798353
gujarat,2023,1,valsad,786811
gujarat,2023,2,ahmadabad,4913610
gujarat,2023,2,surat,4076929
gujarat,2023,2,vadodara,1721431
gujarat,2023,2,rajkot,1123115
gujarat,2023,2,banas kantha,1030499
gujarat,2023,2,gandhinagar,1005603
gujarat,2023,2,bharuch,917746
gujarat,2023,2,kachchh,853047
gujarat,2023,2,mahesana,831177
gujarat,2023,2,valsad,818831
gujarat,2023,3,ahmadabad,5105557
gujarat,2023,3,surat,4238878
gujarat,2023,3,vadodara,1789238
gujarat,2023,3,rajkot,1167848
gujarat,2023,3,banas kantha,1074757
gujarat,2023,3,gandhinagar,1044993
gujarat,2023,3,bharuch,955541
gujarat,2023,3,kachchh,888857
gujarat,2023,3,mahesana,864845
gujarat,2023,3,valsad,852301
gujarat,2023,4,ahmadabad,5282400
gujarat,2023,4,surat,4396038
gujarat,2023,4,vadodara,1851909
gujarat,2023,4,rajkot,1210023
gujarat,2023,4,banas kantha,1116214
gujarat,2023,4,gandhinagar,1080850
gujarat,2023,4,bharuch,991279
gujarat,2023,4,kachchh,922553
gujarat,2023,4,mahesana,895934
gujarat,2023,4,valsad,883746
haryana,2021,1,gurugram,2262589
haryana,2021,1,faridabad,1272506
haryana,2021,1,hisar,526528
haryana,2021,1,sonipat,475192
haryana,2021,1,rewari,453500
haryana,2021,1,panipat,423131
haryana,2021,1,karnal,402850
haryana,2021,1,jhajjar,337303
haryana,2021,1,palwal,335048
haryana,2021,1,rohtak,329147
haryana,2021,2,gurugram,2416391
haryana,2021,2,faridabad,1360855
haryana,2021,2,hisar,564047
haryana,2021,2,sonipat,510058
haryana,2021,2,rewari,485784
haryana,2021,2,panipat,454218
haryana,2021,2,karnal,432042
haryana,2021,2,jhajjar,362160
haryana,2021,2,palwal,359544
haryana,2021,2,rohtak,353305
haryana,2021,3,gurugram,2589324
haryana,2021,3,faridabad,1459758
haryana,2021,3,hisar,606513
haryana,2021,3,sonipat,549613
haryana,2021,3,rewari,522734
haryana,2021,3,panipat,489226
haryana,2021,3,karnal,464990
haryana,2021,3,jhajjar,390612
haryana,2021,3,palwal,387557
haryana,2021,3,rohtak,380370
haryana,2021,4,gurugram,2764490
haryana,2021,4,faridabad,1559756
haryana,2021,4,hisar,648827
haryana,2021,4,sonipat,588700
haryana,2021,4,rewari,559494
haryana,2021,4,panipat,523678
haryana,2021,4,karnal,497166
haryana,2021,4,jhajjar,418950
haryana,2021,4,palwal,415495
haryana,2021,4,rohtak,407245
haryana,2022,1,gurugram,2929873
haryana,2022,1,faridabad,1654074
haryana,2022,1,hisar,689980
haryana,2022,1,sonipat,626016
haryana,2022,1,rewari,595001
haryana,2022,1,panipat,556104
haryana,2022,1,karnal,527415
haryana,2022,1,jhajjar,445888
haryana,2022,1,palwal,441872
haryana,2022,1,rohtak,432623
haryana,2022,2,gurugram,3088176
haryana,2022,2,faridabad,1743764
haryana,2022,2,hisar,727942
haryana,2022,2,sonipat,661278
haryana,2022,2,rewari,628614
haryana,2022,2,panipat,587006
haryana,2022,2,karnal,555939
haryana,2022,2,jhajjar,471357
haryana,2022,2,palwal,466861
haryana,2022,2,rohtak,456537
haryana,2022,3,gurugram,3251792
haryana,2022,3,faridabad,1837594
haryana,2022,3,hisar,766206
haryana,2022,3,sonipat,697349
haryana,2022,3,rewari,663418
haryana,2022,3,panipat,618937
haryana,2022,3,karnal,584928
haryana,2022,3,jhajjar,497580
haryana,2022,3,palwal,492837
haryana,2022,3,rohtak,481082
haryana,2022,4,gurugram,3416098
haryana,2022,4,faridabad,1930743
haryana,2022,4,hisar,801156
haryana,2022,4,sonipat,731324
haryana,2022,4,rewari,696113
haryana,2022,4,panipat,649292
haryana,2022,4,karnal,611868
haryana,2022,4,jhajjar,521692
haryana,2022,4,palwal,516553
haryana,2022,4,rohtak,504058
haryana,2023,1,gurugram,3572322
haryana,2023,1,faridabad,2018956
haryana,2023,1,hisar,846309
haryana,2023,1,sonipat,764865
haryana,2023,1,rewari,728428
haryana,2023,1,panipat,679052
haryana,2023,1,karnal,638547
haryana,2023,1,jhajjar,545862
haryana,2023,1,palwal,540064
haryana,2023,1,rohtak,527046
haryana,2023,2,gurugram,3707352
haryana,2023,2,faridabad,2097648
haryana,2023,2,hisar,879031
haryana,2023,2,sonipat,796213
haryana,2023,2,rewari,757958
haryana,2023,2,panipat,706703
haryana,2023,2,karnal,664313
haryana,2023,2,jhajjar,568479
haryana,2023,2,palwal,562608
haryana,2023,2,rohtak,547825
haryana,2023,3,gurugram,3846607
haryana,2023,3,faridabad,2177737
haryana,2023,3,hisar,913340
haryana,2023,3,sonipat,828230
haryana,2023,3,rewari,788131
haryana,2023,3,panipat,735266
haryana,2023,3,karnal,690422
haryana,2023,3,jhajjar,591881
haryana,2023,3,palwal,585232
haryana,2023,3,rohtak,570001
haryana,2023,4,gurugram,3980597
haryana,2023,4,faridabad,2254787
haryana,2023,4,hisar,945044
haryana,2023,4,sonipat,857752
haryana,2023,4,rewari,817197
haryana,2023,4,panipat,761069
haryana,2023,4,karnal,714314
haryana,2023,4,jhajjar,613796
haryana,2023,4,palwal,606281
haryana,2023,4,rohtak,589438
himachal-pradesh,2021,1,solan,312360
himachal-pradesh,2021,1,kangra,306531
himachal-pradesh,2021,1,shimla,202911
himachal-pradesh,2021,1,mandi,186340
himachal-pradesh,2021,1,sirmaur,115705
himachal-pradesh,2021,1,hamirpur,109372
himachal-pradesh,2021,1,kullu,107536
himachal-pradesh,2021,1,una,100832
himachal-pradesh,2021,1,bilaspur,78663
himachal-pradesh,2021,1,chamba,77599
himachal-pradesh,2021,2,solan,334716
himachal-pradesh,2021,2,kangra,329232
himachal-pradesh,2021,2,shimla,218068
himachal-pradesh,2021,2,mandi,200277
himachal-pradesh,2021,2,sirmaur,124764
himachal-pradesh,2021,2,hamirpur,117381
himachal-pradesh,2021,2,kullu,115278
himachal-pradesh,2021,2,una,108338
himachal-pradesh,2021,2,bilaspur,84508
himachal-pradesh,2021,2,chamba,83542
himachal-pradesh,2021,3,solan,360324
himachal-pradesh,2021,3,kangra,355274
himachal-pradesh,2021,3,shimla,235163
himachal-pradesh,2021,3,mandi,216188
himachal-pradesh,2021,3,sirmaur,134870
himachal-pradesh,2021,3,hamirpur,126753
himachal-pradesh,2021,3,kullu,124078
himachal-pradesh,2021,3,una,116973
himachal-pradesh,2021,3,bilaspur,91291
himachal-pradesh,2021,3,chamba,90344
himachal-pradesh,2021,4,solan,385901
himachal-pradesh,2021,4,kangra,380492
himachal-pradesh,2021,4,shimla,251745
himachal-pradesh,2021,4,mandi,231360
himachal-pradesh,2021,4,sirmaur,144716
himachal-pradesh,2021,4,hamirpur,135670
himachal-pradesh,2021,4,kullu,132702
himachal-pradesh,2021,4,una,125192
himachal-pradesh,2021,4,bilaspur,97687
himachal-pradesh,2021,4,chamba,96745
himachal-pradesh,2022,1,solan,410487
himachal-pradesh,2022,1,kangra,405048
himachal-pradesh,2022,1,shimla,267642
himachal-pradesh,2022,1,mandi,246307
himachal-pradesh,2022,1,sirmaur,154267
himachal-pradesh,2022,1,hamirpur,144434
himachal-pradesh,2022,1,kullu,141024
himachal-pradesh,2022,1,una,133249
himachal-pradesh,2022,1,bilaspur,104121
himachal-pradesh,2022,1,chamba,103270
himachal-pradesh,2022,2,solan,433753
himachal-pradesh,2022,2,kangra,427676
himachal-pradesh,2022,2,shimla,282560
himachal-pradesh,2022,2,mandi,260233
himachal-pradesh,2022,2,sirmaur,163150
himachal-pradesh,2022,2,hamirpur,152759
himachal-pradesh,2022,2,kullu,148844
himachal-pradesh,2022,2,una,140791
himachal-pradesh,2022,2,bilaspur,110019
himachal-pradesh,2022,2,chamba,109087
himachal-pradesh,2022,3,solan,457393
himachal-pradesh,2022,3,kangra,449619
himachal-pradesh,2022,3,shimla,296508
himachal-pradesh,2022,3,mandi,273475
himachal-pradesh,2022,3,sirmaur,171743
himachal-pradesh,2022,3,hamirpur,160759
himachal-pradesh,2022,3,kullu,156387
himachal-pradesh,2022,3,una,148148
himachal-pradesh,2022,3,bilaspur,115654
himachal-pradesh,2022,3,chamba,114576
himachal-pradesh,2022,4,solan,479537
himachal-pradesh,2022,4,kangra,468410
himachal-pradesh,2022,4,shimla,308448
himachal-pradesh,2022,4,mandi,284425
himachal-pradesh,2022,4,sirmaur,179223
himachal-pradesh,2022,4,hamirpur,167686
himachal-pradesh,2022,4,kullu,162922
himachal-pradesh,2022,4,una,154314
himachal-pradesh,2022,4,bilaspur,120345
himachal-pradesh,2022,4,chamba,118985
himachal-pradesh,2023,1,solan,501947
himachal-pradesh,2023,1,kangra,489369
himachal-pradesh,2023,1,shimla,322036
himachal-pradesh,2023,1,mandi,296936
himachal-pradesh,2023,1,sirmaur,187417
himachal-pradesh,2023,1,hamirpur,175074
himachal-pradesh,2023,1,kullu,170048
himachal-pradesh,2023,1,una,161122
himachal-pradesh,2023,1,bilaspur,125771
himachal-pradesh,2023,1,chamba,124457
himachal-pradesh,2023,2,solan,523060
himachal-pradesh,2023,2,kangra,510261
himachal-pradesh,2023,2,shimla,335735
himachal-pradesh,2023,2,mandi,310048
himachal-pradesh,2023,2,sirmaur,195687
himachal-pradesh,2023,2,hamirpur,182553
himachal-pradesh,2023,2,kullu,177077
himachal-pradesh,2023,2,una,168253
himachal-pradesh,2023,2,bilaspur,131239
himachal-pradesh,2023,2,chamba,130138
himachal-pradesh,2023,3,solan,544140
himachal-pradesh,2023,3,kangra,530786
himachal-pradesh,2023,3,shimla,348966
himachal-pradesh,2023,3,mandi,322502
himachal-pradesh,2023,3,sirmaur,203991
himachal-pradesh,2023,3,hamirpur,189913
himachal-pradesh,2023,3,kullu,184280
himachal-pradesh,2023,3,una,175125
himachal-pradesh,2023,3,bilaspur,136648
himachal-pradesh,2023,3,chamba,135482
himachal-pradesh,2023,4,solan,565485
himachal-pradesh,2023,4,kangra,551176
himachal-pradesh,2023,4,shimla,362109
himachal-pradesh,2023,4,mandi,335088
himachal-pradesh,2023,4,sirmaur,212088
himachal-pradesh,2023,4,hamirpur,197499
himachal-pradesh,2023,4,kullu,191029
himachal-pradesh,2023,4,una,181977
himachal-pradesh,2023,4,bilaspur,141779
himachal-pradesh,2023,4,chamba,140790
jammu-&-kashmir,2021,1,jammu,307670
jammu-&-kashmir,2021,1,srinagar,107147
jammu-&-kashmir,2021,1,baramulla,90607
jammu-&-kashmir,2021,1,budgam,67920
jammu-&-kashmir,2021,1,kathua,62777
jammu-&-kashmir,2021,1,anantnag,61151
jammu-&-kashmir,2021,1,kupwara,59485
jammu-&-kashmir,2021,1,udhampur,58664
jammu-&-kashmir,2021,1,samba,53123
jammu-&-kashmir,2021,1,rajouri,47092
jammu-&-kashmir,2021,2,jammu,329625
jammu-&-kashmir,2021,2,srinagar,114498
jammu-&-kashmir,2021,2,baramulla,97258
jammu-&-kashmir,2021,2,budgam,72750
jammu-&-kashmir,2021,2,kathua,67569
jammu-&-kashmir,2021,2,anantnag,65592
jammu-&-kashmir,2021,2,kupwara,63957
jammu-&-kashmir,2021,2,udhampur,63296
jammu-&-kashmir,2021,2,samba,57066
jammu-&-kashmir,2021,2,rajouri,50772
jammu-&-kashmir,2021,3,jammu,354280
jammu-&-kashmir,2021,3,srinagar,122752
jammu-&-kashmir,2021,3,baramulla,104763
jammu-&-kashmir,2021,3,budgam,78298
jammu-&-kashmir,2021,3,kathua,73280
jammu-&-kashmir,2021,3,anantnag,70633
jammu-&-kashmir,2021,3,kupwara,69102
jammu-&-kashmir,2021,3,udhampur,68452
jammu-&-kashmir,2021,3,samba,61677
jammu-&-kashmir,2021,3,rajouri,55013
jammu-&-kashmir,2021,4,jammu,378618
jammu-&-kashmir,2021,4,srinagar,130968
jammu-&-kashmir,2021,4,baramulla,112175
jammu-&-kashmir,2021,4,budgam,83726
jammu-&-kashmir,2021,4,kathua,78693
jammu-&-kashmir,2021,4,anantnag,75622
jammu-&-kashmir,2021,4,kupwara,74136
jammu-&-kashmir,2021,4,udhampur,73525
jammu-&-kashmir,2021,4,samba,66057
jammu-&-kashmir,2021,4,rajouri,59304
jammu-&-kashmir,2022,1,jammu,401675
jammu-&-kashmir,2022,1,srinagar,138727
jammu-&-kashmir,2022,1,baramulla,119475
jammu-&-kashmir,2022,1,budgam,88994
jammu-&-kashmir,2022,1,kathua,83944
jammu-&-kashmir,2022,1,anantnag,80434
jammu-&-kashmir,2022,1,kupwara,78894
jammu-&-kashmir,2022,1,udhampur,78353
jammu-&-kashmir,2022,1,samba,70288
jammu-&-kashmir,2022,1,rajouri,63232
jammu-&-kashmir,2022,2,jammu,423398
jammu-&-kashmir,2022,2,srinagar,146169
jammu-&-kashmir,2022,2,baramulla,126067
jammu-&-kashmir,2022,2,budgam,93893
jammu-&-kashmir,2022,2,kathua,88764
jammu-&-kashmir,2022,2,anantnag,84898
jammu-&-kashmir,2022,2,kupwara,83470
jammu-&-kashmir,2022,2,udhampur,82705
jammu-&-kashmir,2022,2,samba,74186
jammu-&-kashmir,2022,2,rajouri,66893
jammu-&-kashmir,2022,3,jammu,445345
jammu-&-kashmir,2022,3,srinagar,153729
jammu-&-kashmir,2022,3,baramulla,132526
jammu-&-kashmir,2022,3,budgam,98698
jammu-&-kashmir,2022,3,kathua,93084
jammu-&-kashmir,2022,3,anantnag,89184
jammu-&-kashmir,2022,3,kupwara,87867
jammu-&-kashmir,2022,3,udhampur,86915
jammu-&-kashmir,2022,3,samba,78092
jammu-&-kashmir,2022,3,rajouri,70231
jammu-&-kashmir,2022,4,jammu,465635
jammu-&-kashmir,2022,4,srinagar,160924
jammu-&-kashmir,2022,4,baramulla,138215
jammu-&-kashmir,2022,4,budgam,103056
jammu-&-kashmir,2022,4,kathua,96688
jammu-&-kashmir,2022,4,anantnag,93107
jammu-&-kashmir,2022,4,kupwara,91691
jammu-&-kashmir,2022,4,udhampur,90677
jammu-&-kashmir,2022,4,samba,81447
jammu-&-kashmir,2022,4,rajouri,72921
jammu-&-kashmir,2023,1,jammu,485903
jammu-&-kashmir,2023,1,srinagar,167765
jammu-&-kashmir,2023,1,baramulla,144514
jammu-&-kashmir,2023,1,budgam,107555
jammu-&-kashmir,2023,1,kathua,100962
jammu-&-kashmir,2023,1,anantnag,97227
jammu-&-kashmir,2023,1,kupwara,95832
jammu-&-kashmir,2023,1,udhampur,94792
jammu-&-kashmir,2023,1,samba,85114
jammu-&-kashmir,2023,1,rajouri,76256
jammu-&-kashmir,2023,2,jammu,504935
jammu-&-kashmir,2023,2,srinagar,174167
jammu-&-kashmir,2023,2,baramulla,150753
jammu-&-kashmir,2023,2,budgam,112096
jammu-&-kashmir,2023,2,kathua,105650
jammu-&-kashmir,2023,2,anantnag,101512
jammu-&-kashmir,2023,2,kupwara,100220
jammu-&-kashmir,2023,2,udhampur,98918
jammu-&-kashmir,2023,2,samba,88654
jammu-&-kashmir,2023,2,rajouri,79836
jammu-&-kashmir,2023,3,jammu,524726
jammu-&-kashmir,2023,3,srinagar,180872
jammu-&-kashmir,2023,3,baramulla,156673
jammu-&-kashmir,2023,3,budgam,116523
jammu-&-kashmir,2023,3,kathua,110005
jammu-&-kashmir,2023,3,anantnag,105459
jammu-&-kashmir,2023,3,kupwara,104220
jammu-&-kashmir,2023,3,udhampur,103054
jammu-&-kashmir,2023,3,samba,92315
jammu-&-kashmir,2023,3,rajouri,83335
jammu-&-kashmir,2023,4,jammu,542942
jammu-&-kashmir,2023,4,srinagar,187378
jammu-&-kashmir,2023,4,baramulla,162749
jammu-&-kashmir,2023,4,budgam,121095
jammu-&-kashmir,2023,4,kathua,114338
jammu-&-kashmir,2023,4,anantnag,109642
jammu-&-kashmir,2023,4,kupwara,108196
jammu-&-kashmir,2023,4,udhampur,106838
jammu-&-kashmir,2023,4,samba,95819
jammu-&-kashmir,2023,4,rajouri,86618
jharkhand,2021,1,ranchi,853943
jharkhand,2021,1,dhanbad,661077
jharkhand,2021,1,east singhbhum,560083
jharkhand,2021,1,bokaro,480036
jharkhand,2021,1,hazaribagh,366460
jharkhand,2021,1,giridih,288800
jharkhand,2021,1,deoghar,281799
jharkhand,2021,1,palamu,247954
jharkhand,2021,1,ramgarh,216188
jharkhand,2021,1,saraikela kharsawan,177952
jharkhand,2021,2,ranchi,913972
jharkhand,2021,2,dhanbad,707255
jharkhand,2021,2,east singhbhum,598988
jharkhand,2021,2,bokaro,513303
jharkhand,2021,2,hazaribagh,393223
jharkhand,2021,2,giridih,311161
jharkhand,2021,2,deoghar,302724
jharkhand,2021,2,palamu,267081
jharkhand,2021,2,ramgarh,231819
jharkhand,2021,2,saraikela kharsawan,190784
jharkhand,2021,3,ranchi,982147
jharkhand,2021,3,dhanbad,759888
jharkhand,2021,3,east singhbhum,642805
jharkhand,2021,3,bokaro,551517
jharkhand,2021,3,hazaribagh,424328
jharkhand,2021,3,giridih,337529
jharkhand,2021,3,deoghar,327586
jharkhand,2021,3,palamu,289617
jharkhand,2021,3,ramgarh,250016
jharkhand,2021,3,saraikela kharsawan,205625
jharkhand,2021,4,ranchi,1050479
jharkhand,2021,4,dhanbad,812467
jharkhand,2021,4,east singhbhum,686766
jharkhand,2021,4,bokaro,589361
jharkhand,2021,4,hazaribagh,455411
jharkhand,2021,4,giridih,362829
jharkhand,2021,4,deoghar,351728
jharkhand,2021,4,palamu,311702
jharkhand,2021,4,ramgarh,267710
jharkhand,2021,4,saraikela kharsawan,220378
jharkhand,2022,1,ranchi,1115386
jharkhand,2022,1,dhanbad,862955
jharkhand,2022,1,east singhbhum,728043
jharkhand,2022,1,bokaro,626182
jharkhand,2022,1,hazaribagh,485388
jharkhand,2022,1,giridih,387949
jharkhand,2022,1,deoghar,375345
jharkhand,2022,1,palamu,333409
jharkhand,2022,1,ramgarh,284993
jharkhand,2022,1,saraikela kharsawan,234284
jharkhand,2022,2,ranchi,1176707
jharkhand,2022,2,dhanbad,910885
jharkhand,2022,2,east singhbhum,767451
jharkhand,2022,2,bokaro,661123
jharkhand,2022,2,hazaribagh,513316
jharkhand,2022,2,giridih,411014
jharkhand,2022,2,deoghar,397542
